ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1258	"ENSG00000065600.13"	"PACC1"	chr1	-	212375192	212375300	212377561	212377706	212363927	212365376	212379894	212380037	1258	16,14	11,7	27,10	10,8	198	198	0.676256052905	1.0	0.593,0.667	0.73,0.556	-0.013
1259	"ENSG00000155313.16"	"USP25"	chr21	+	15833347	15833548	15842397	15842540	15831400	15831629	15864267	15864446	1259	20,11	6,11	16,10	20,14	198	198	0.0684770643264	0.35958728948211016	0.769,0.5	0.444,0.417	0.204
1262	"ENSG00000070501.12"	"POLB"	chr8	+	42344952	42345019	42349015	42349090	42339011	42339069	42350006	42350065	1262	11,11	10,15	6,5	17,2	166	174	0.818445170688	1.0	0.536,0.435	0.27,0.724	-0.011
1263	"ENSG00000070501.12"	"POLB"	chr8	+	42349015	42349090	42350006	42350065	42344952	42345019	42352518	42352568	1263	24,12	13,6	7,12	13,3	174	158	0.616834822097	1.0	0.626,0.645	0.328,0.784	0.079
1266	"ENSG00000110080.20"	"ST3GAL4"	chr11	+	126407573	126407634	126408098	126408194	126407251	126407349	126408306	126408496	1266	17,18	23,23	15,2	22,14	160	195	0.174400066562	0.6046981574254991	0.474,0.488	0.454,0.148	0.18
1267	"ENSG00000110080.20"	"ST3GAL4"	chr11	+	126408098	126408194	126408306	126408496	126407573	126407634	126409267	126409411	1267	25,16	39,24	16,7	20,17	195	198	0.824927160129	1.0	0.394,0.404	0.448,0.295	0.028
1269	"ENSG00000116898.12"	"MRPS15"	chr1	-	36461263	36461312	36462087	36462163	36460691	36460776	36463805	36463850	1269	35,34	19,17	7,3	4,4	175	148	0.47786249586	1.0	0.609,0.628	0.597,0.388	0.126
1270	"ENSG00000276087.2"	"ENSG00000276087"	chr2	+	24139369	24139450	24146747	24146835	24135118	24135187	24146929	24147086	1270	3,0	0,1	0,0	9,5	180	187	0.00173364064187	0.02899180581096446	1.0,0.0	0.0,0.0	0.5
1271	"ENSG00000121892.15"	"PDS5A"	chr4	-	39869393	39869462	39872985	39873144	39866860	39866997	39874288	39874412	1271	30,32	21,7	24,12	3,4	198	168	0.105728880797	0.44631958612170486	0.548,0.795	0.872,0.718	-0.123
1276	"ENSG00000104613.12"	"INTS10"	chr8	+	19819572	19819676	19820378	19820518	19818274	19818342	19822438	19822520	1276	22,13	23,21	21,9	20,7	198	198	0.336726126343	0.866315535740468	0.489,0.382	0.512,0.563	-0.102
1278	"ENSG00000167535.8"	"CACNB3"	chr12	+	48823680	48823803	48824257	48824373	48823343	48823466	48824668	48824733	1278	4,5	12,10	2,0	9,4	198	198	0.0252884416238	0.1956479433812854	0.25,0.333	0.182,0.0	0.2
1279	"ENSG00000167535.8"	"CACNB3"	chr12	+	48824948	48824968	48825162	48825243	48824668	48824733	48825433	48825492	1279	6,1	15,8	2,0	4,4	119	180	0.188972187969	0.6330131535356025	0.377,0.159	0.431,0.0	0.053
1307	"ENSG00000107862.7"	"GBF1"	chr10	+	102359269	102359435	102360183	102360395	102358505	102358729	102361021	102361120	1307	10,15	3,9	14,15	14,15	198	198	0.0805925332555	0.3910896591461094	0.769,0.625	0.5,0.5	0.197
1308	"ENSG00000107862.7"	"GBF1"	chr10	+	102360183	102360395	102361717	102361912	102359269	102359435	102362474	102362664	1308	19,23	9,25	15,13	28,21	198	198	0.035007147347	0.2456206566141457	0.679,0.479	0.349,0.382	0.213
1309	"ENSG00000107862.7"	"GBF1"	chr10	+	102363255	102363396	102363709	102363798	102361021	102361120	102365396	102365599	1309	1,0	4,6	0,0	8,5	198	188	1	1.0	0.192,0.0	0.0,0.0	0.096
1310	"ENSG00000128609.16"	"NDUFA5"	chr7	-	123550469	123550586	123557403	123557448	123545610	123545676	123557774	123557904	1310	1,1	39,43	0,1	18,9	144	198	0.800515786563	1.0	0.034,0.031	0.0,0.133	-0.034
1313	"ENSG00000114982.19"	"KANSL3"	chr2	-	96602115	96602338	96602752	96602862	96601642	96601776	96604249	96604380	1313	7,3	9,2	4,4	3,6	198	198	0.924854458048	1.0	0.438,0.6	0.571,0.4	0.034
1326	"ENSG00000108654.16"	"DDX5"	chr17	-	64504221	64504318	64504676	64504842	64503982	64504116	64506075	64506289	1326	220,184	103,100	79,34	43,37	198	196	0.141100060256	0.5386751734084729	0.679,0.646	0.645,0.476	0.102
1327	"ENSG00000268750.7"	"ENSG00000268750"	chr19	+	57820493	57820549	57839022	57839149	57819718	57819945	57856103	57856233	1327	8,8	2,11	1,2	2,2	155	198	0.525490842438	1.0	0.836,0.482	0.39,0.561	0.183
1329	"ENSG00000040341.18"	"STAU2"	chr8	-	73697307	73697442	73709031	73709162	73688653	73688813	73738283	73738349	1329	9,8	0,1	5,1	0,0	198	198	1	1.0	1.0,0.889	1.0,1.0	-0.055
1330	"ENSG00000040341.18"	"STAU2"	chr8	-	73697307	73697442	73709031	73709177	73688653	73688813	73738283	73738349	1330	4,4	0,1	3,0	0,0	198	198	1	1.0	1.0,0.8	1.0,NA	-0.1
1331	"ENSG00000175193.14"	"PARL"	chr3	-	183842297	183842447	183844230	183844326	183840569	183840640	183862752	183862801	1331	35,41	66,71	8,4	20,11	195	198	0.247360179696	0.7358790868282375	0.35,0.37	0.289,0.27	0.081
1333	"ENSG00000133424.22"	"LARGE1"	chr22	-	33283201	33283348	33304228	33304507	33277059	33277255	33316084	33316248	1333	10,3	11,5	0,5	5,7	198	198	0.160199791937	0.5728196507747336	0.476,0.375	0.0,0.417	0.217
1334	"ENSG00000133424.22"	"LARGE1"	chr22	-	33304228	33304507	33316084	33316248	33283201	33283348	33337645	33337801	1334	3,6	4,1	3,6	5,5	198	198	0.299000661627	0.809931542489766	0.429,0.857	0.375,0.545	0.183
1335	"ENSG00000133424.22"	"LARGE1"	chr22	-	33316084	33316248	33337645	33337801	33304228	33304507	33381918	33382044	1335	8,4	10,3	3,5	0,5	198	198	0.223504763872	0.7011534728105743	0.444,0.571	1.0,0.5	-0.243
1336	"ENSG00000133424.22"	"LARGE1"	chr22	-	33337645	33337801	33381918	33382044	33316084	33316248	33384191	33384304	1336	6,8	3,6	1,2	3,6	198	198	0.0153287081669	0.13959580015586945	0.667,0.571	0.25,0.25	0.369
1338	"ENSG00000143398.20"	"PIP5K1A"	chr1	+	151239954	151240039	151242122	151242269	151239129	151239178	151242437	151242567	1338	16,22	37,27	20,15	30,23	184	198	0.741031242967	1.0	0.318,0.467	0.418,0.412	-0.022
1344	"ENSG00000074603.19"	"DPP8"	chr15	-	65454262	65454415	65456224	65456371	65451959	65452102	65463760	65463906	1344	8,8	1,8	7,8	5,2	198	198	0.956890642821	1.0	0.889,0.5	0.583,0.8	0.003
1345	"ENSG00000204305.16"	"AGER"	chr6	-	32181350	32181477	32181523	32181632	32180967	32181239	32182246	32182388	1345	2,0	0,0	1,0	0,2	198	198	1	1.0	1.0,NA	1.0,0.0	0.5
1346	"ENSG00000122390.19"	"NAA60"	chr16	+	3479470	3479600	3482501	3482598	3476221	3476337	3483362	3483597	1346	12,17	13,13	1,6	2,6	198	196	0.652893908646	1.0	0.477,0.564	0.331,0.497	0.106
1347	"ENSG00000154358.23"	"OBSCN"	chr1	+	228219323	228219599	228224458	228224734	228217012	228217288	228243182	228243458	1347	1,1	0,0	0,1	1,1	198	198	0.00243317385393	0.03636112011928119	1.0,1.0	0.0,0.5	0.75
1348	"ENSG00000162910.19"	"MRPL55"	chr1	-	228108234	228108318	228108954	228109021	228107667	228107869	228109260	228109299	1348	4,7	63,39	0,2	18,11	166	183	0.065761067269	0.35387267386833166	0.065,0.165	0.0,0.167	0.032
1349	"ENSG00000162910.19"	"MRPL55"	chr1	-	228108234	228108321	228108954	228109021	228107667	228107869	228109260	228109299	1349	4,7	64,41	0,2	19,11	166	186	0.0652538066772	0.35201433180206654	0.065,0.161	0.0,0.169	0.028
1350	"ENSG00000162910.19"	"MRPL55"	chr1	-	228108436	228108474	228108954	228109021	228108234	228108318	228109260	228109299	1350	37,30	3,5	9,5	1,0	166	137	0.0153465484072	0.13959580015586945	0.911,0.832	0.881,1.0	-0.069
1351	"ENSG00000198408.14"	"OGA"	chr10	-	101800241	101800400	101803734	101804019	101798841	101799455	101806044	101806143	1351	24,16	50,53	27,9	37,36	198	198	0.664331034879	1.0	0.324,0.232	0.422,0.2	-0.033
1352	"ENSG00000136631.16"	"VPS45"	chr1	+	150077668	150077779	150081341	150081476	150077093	150077231	150081883	150081997	1352	42,30	22,12	6,7	1,1	198	198	0.0184090600669	0.15881466898984367	0.656,0.714	0.857,0.875	-0.181
1359	"ENSG00000115275.15"	"MOGS"	chr2	-	74463189	74463331	74463379	74463386	74461125	74463012	74464495	74464722	1359	1,4	13,19	3,1	8,9	106	198	0.70969575435	1.0	0.126,0.282	0.412,0.172	-0.088
1360	"ENSG00000117682.18"	"DHDDS"	chr1	+	26442730	26442873	26446315	26446432	26438167	26438284	26447558	26447660	1360	11,22	16,20	7,9	6,5	198	198	0.292422040661	0.8001576974340403	0.407,0.524	0.538,0.643	-0.125
1361	"ENSG00000117682.18"	"DHDDS"	chr1	+	26442730	26442873	26446315	26446432	26438167	26438284	26457790	26457905	1361	11,22	4,1	7,9	0,0	198	198	0.00631393120774	0.07186642118129194	0.733,0.957	1.0,1.0	-0.155
1362	"ENSG00000117682.18"	"DHDDS"	chr1	+	26446315	26446432	26447558	26447660	26442730	26442873	26457790	26457905	1362	11,13	2,2	13,14	3,1	198	198	0.737879656114	1.0	0.846,0.867	0.812,0.933	-0.016
1363	"ENSG00000187554.14"	"TLR5"	chr1	-	223137177	223137263	223141647	223141763	223134681	223134864	223143195	223143248	1363	1,1	2,0	2,0	0,0	198	185	1	1.0	0.318,1.0	1.0,NA	-0.341
1364	"ENSG00000100393.15"	"EP300"	chr22	+	41141047	41141222	41146738	41146816	41140139	41140257	41147836	41147946	1364	2,2	1,3	7,3	3,1	198	177	0.337121869014	0.866315535740468	0.641,0.373	0.676,0.728	-0.195
1365	"ENSG00000143498.18"	"TAF1A"	chr1	-	222579758	222579872	222584127	222584297	222577444	222577643	222588442	222588565	1365	1,5	1,2	1,0	3,2	198	198	0.00028274725084	0.007496250284465366	0.5,0.714	0.25,0.0	0.482
1372	"ENSG00000116237.16"	"ICMT"	chr1	-	6231901	6232119	6234885	6234974	6221192	6225262	6235716	6235964	1372	26,28	73,60	7,3	23,15	188	198	0.167937987187	0.5907721426287023	0.273,0.33	0.243,0.174	0.093
1380	"ENSG00000118200.15"	"CAMSAP2"	chr1	+	200760838	200761098	200807375	200807537	200738892	200739966	200815560	200815644	1380	11,16	6,6	5,5	9,13	198	198	0.000883092320551	0.01761323582456765	0.647,0.727	0.357,0.278	0.37
1381	"ENSG00000163728.11"	"TTC14"	chr3	+	180604477	180604607	180604851	180605007	180604224	180604309	180605765	180605837	1381	48,42	35,40	62,29	35,40	198	198	0.908992143052	1.0	0.578,0.512	0.639,0.42	0.015
1389	"ENSG00000230937.13"	"MIR205HG"	chr1	+	209430424	209430476	209431742	209431825	209429180	209429408	209432203	209432549	1389	5,1	3,1	1,2	0,0	151	182	0.00195392563075	0.03166480137955778	0.668,0.547	1.0,1.0	-0.392
1390	"ENSG00000230937.13"	"MIR205HG"	chr1	+	209430424	209430500	209431742	209431825	209429180	209429408	209432203	209432549	1390	6,6	3,1	4,2	0,0	175	182	0.00630558688974	0.07186642118129194	0.675,0.862	1.0,1.0	-0.232
1394	"ENSG00000163517.15"	"HDAC11"	chr3	+	13483463	13483564	13501870	13501933	13481245	13481394	13502883	13502980	1394	2,5	14,6	11,9	8,5	198	162	0.0120961021329	0.12007728783983836	0.105,0.405	0.529,0.596	-0.307
1400	"ENSG00000136628.18"	"EPRS1"	chr1	-	220025131	220025258	220030385	220030480	220024263	220024456	220032386	220032526	1400	85,88	13,25	31,41	8,15	194	198	0.282198947898	0.7905934442400154	0.87,0.782	0.798,0.736	0.059
1408	"ENSG00000136940.14"	"PDCL"	chr9	-	122823015	122823197	122826615	122826792	122818096	122820636	122828470	122828588	1408	20,24	24,23	11,7	14,10	198	198	0.525225973897	1.0	0.455,0.511	0.44,0.412	0.057
1411	"ENSG00000291207.1"	"ENSG00000291207"	chr7	-	45751528	45751646	45756908	45756992	45748625	45748714	45758042	45758177	1411	3,4	5,11	2,1	1,1	183	198	0.149186912097	0.5572720737094123	0.394,0.282	0.684,0.52	-0.264
1412	"ENSG00000010704.19"	"HFE"	chr6	+	26090840	26091104	26091313	26091589	26087280	26087516	26092684	26092960	1412	14,19	11,15	1,1	1,0	198	198	0.00692979290156	0.0772583065025202	0.56,0.559	0.5,1.0	-0.19
1413	"ENSG00000023318.9"	"ERP44"	chr9	-	100006505	100006647	100007577	100007689	99984966	99985069	100016321	100016438	1413	6,11	24,11	13,9	27,20	198	198	0.945454505413	1.0	0.2,0.5	0.325,0.31	0.032
1414	"ENSG00000023318.9"	"ERP44"	chr9	-	100022041	100022226	100052416	100052532	100020615	100020731	100057819	100057859	1414	7,9	13,20	5,23	25,21	198	198	0.989219322853	1.0	0.35,0.31	0.167,0.523	-0.015
1415	"ENSG00000023318.9"	"ERP44"	chr9	-	100052416	100052532	100057819	100057859	100022041	100022226	100060099	100060172	1415	5,1	18,18	5,5	21,11	139	198	0.22759934578	0.7058501822050214	0.284,0.073	0.253,0.393	-0.145
1417	"ENSG00000182004.13"	"SNRPE"	chr1	+	203863662	203863725	203865040	203865119	203861602	203862222	203869876	203870081	1417	91,106	46,73	29,25	33,19	162	178	0.0822088570087	0.39294919480668067	0.685,0.615	0.491,0.591	0.109
1418	"ENSG00000116062.19"	"MSH6"	chr2	+	47795893	47796063	47798610	47801155	47790926	47791123	47803419	47803685	1418	27,24	20,33	15,8	9,4	198	198	0.136147839702	0.5304397912404086	0.574,0.421	0.625,0.667	-0.149
1423	"ENSG00000122335.17"	"SERAC1"	chr6	-	158146781	158146913	158148864	158148954	158144298	158144420	158150452	158150589	1423	0,2	5,2	3,0	2,4	189	198	0.408508809082	0.9538980728414291	0.0,0.512	0.611,0.0	-0.049
1425	"ENSG00000001631.17"	"KRIT1"	chr7	-	92244901	92245171	92245426	92245676	92242033	92242137	92245789	92245914	1425	2,1	3,0	4,0	0,0	198	198	1	1.0	0.4,1.0	1.0,NA	-0.3
1426	"ENSG00000001631.17"	"KRIT1"	chr7	-	92244901	92245171	92245426	92245574	92242033	92242137	92245905	92245926	1426	3,1	1,0	2,0	0,0	198	198	1	1.0	0.75,1.0	1.0,NA	-0.125
1427	"ENSG00000176393.11"	"RNPEP"	chr1	+	201989382	201989531	201996146	201996263	201988903	201989044	201997318	201997554	1427	15,27	26,27	5,8	9,7	198	198	0.996737848953	1.0	0.366,0.5	0.357,0.533	-0.012
1428	"ENSG00000176393.11"	"RNPEP"	chr1	+	201989382	201989531	201996146	201996409	201988903	201989044	201997318	201997554	1428	15,27	1,2	5,8	0,0	198	198	0.800250422442	1.0	0.938,0.931	1.0,1.0	-0.066
1429	"ENSG00000176393.11"	"RNPEP"	chr1	+	201996146	201996263	201997318	201997554	201989382	201989531	201999901	202000015	1429	58,45	25,35	16,4	9,3	198	198	0.78110321488	1.0	0.699,0.562	0.64,0.571	0.025
1430	"ENSG00000115355.18"	"CCDC88A"	chr2	-	55303068	55303152	55308808	55309023	55301871	55302072	55309161	55309254	1430	0,1	0,0	5,7	2,0	198	183	1	1.0	NA,1.0	0.698,1.0	0.151
1431	"ENSG00000115355.18"	"CCDC88A"	chr2	-	55349517	55349599	55355578	55355751	55346174	55346333	55362307	55362448	1431	0,1	1,1	7,2	11,0	198	181	0.00416417181783	0.05388636626168107	0.0,0.478	0.368,1.0	-0.445
1432	"ENSG00000115355.18"	"CCDC88A"	chr2	-	55355578	55355751	55362307	55362448	55349517	55349599	55363949	55364033	1432	1,10	3,0	7,3	15,4	198	198	0.0600751121533	0.33574111522178457	0.25,1.0	0.318,0.429	0.252
1433	"ENSG00000186470.14"	"BTN3A2"	chr6	+	26370321	26370603	26372896	26373097	26368720	26368912	26373275	26373296	1433	1,4	2,1	2,0	0,3	198	198	0.658700525567	1.0	0.333,0.8	1.0,0.0	0.067
1449	"ENSG00000164620.9"	"RELL2"	chr5	+	141638954	141639021	141639463	141639649	141638794	141638860	141639919	141640295	1449	22,9	22,8	11,5	19,9	166	198	0.132791116778	0.5255202016290672	0.544,0.573	0.408,0.399	0.155
1450	"ENSG00000174501.15"	"ANKRD36C"	chr2	-	95897269	95897342	95902885	95902958	95895561	95895590	95903052	95903081	1450	1,0	2,0	1,1	0,0	172	172	1	1.0	0.333,NA	1.0,1.0	-0.667
1451	"ENSG00000140718.22"	"FTO"	chr16	+	53825863	53826491	53844154	53844298	53810139	53810217	53873785	53873865	1451	18,15	15,12	16,7	11,4	198	198	0.556122680811	1.0	0.545,0.556	0.593,0.636	-0.064
1452	"ENSG00000140718.22"	"FTO"	chr16	+	53844154	53844298	53873785	53873865	53825863	53826491	53879843	53879987	1452	10,13	9,4	6,4	6,9	198	179	0.0860302655405	0.4022146178173054	0.501,0.746	0.475,0.287	0.242
1454	"ENSG00000113716.13"	"HMGXB3"	chr5	+	150006472	150006647	150010110	150010608	150004850	150004989	150012254	150012353	1454	7,8	8,7	10,2	10,4	198	198	0.742541346063	1.0	0.467,0.533	0.5,0.333	0.084
1455	"ENSG00000113716.13"	"HMGXB3"	chr5	+	150010110	150010608	150012254	150012353	150006472	150006647	150018565	150018697	1455	14,9	21,12	14,15	14,11	198	198	0.185698295413	0.6268759227140714	0.4,0.429	0.5,0.577	-0.124
1457	"ENSG00000213928.10"	"IRF9"	chr14	+	24164062	24164134	24164613	24164955	24163883	24163959	24165846	24165962	1457	2,0	0,2	1,0	2,2	171	198	0.103221678077	0.44000770223411373	1.0,0.0	0.367,0.0	0.317
1470	"ENSG00000198860.14"	"TSEN15"	chr1	+	184093624	184093724	184095030	184095092	184054727	184054863	184095689	184095845	1470	1,1	1,0	1,0	2,0	198	161	1	1.0	0.448,1.0	0.289,NA	0.435
1473	"ENSG00000291055.1"	"ENSG00000291055"	chr5	-	1579276	1579484	1584983	1585133	1576178	1576309	1589246	1589365	1473	10,9	4,2	4,1	1,2	198	198	0.731630353577	1.0	0.714,0.818	0.8,0.333	0.2
1474	"ENSG00000272808.4"	"GCAWKR"	chr15	+	100850210	100850332	100855230	100855348	100849830	100849910	100859799	100860035	1474	5,11	2,3	1,5	0,0	198	198	0.00160699032694	0.028025536574536956	0.714,0.786	1.0,1.0	-0.25
1477	"ENSG00000187240.17"	"DYNC2H1"	chr11	+	103286254	103286386	103287532	103287605	103283007	103283085	103303092	103303253	1477	9,13	20,4	17,10	2,4	198	172	0.0406554729937	0.2662198743623609	0.281,0.738	0.881,0.685	-0.273
1478	"ENSG00000134684.13"	"YARS1"	chr1	-	32797762	32797843	32806481	32806611	32791161	32791254	32810590	32810766	1478	33,19	14,13	9,3	3,5	198	180	0.711015202678	1.0	0.682,0.571	0.732,0.353	0.084
1479	"ENSG00000117620.15"	"SLC35A3"	chr1	+	99999260	99999415	100007033	100007156	99993536	99993741	100011364	100011533	1479	8,10	7,10	5,7	8,8	198	198	0.468203885133	1.0	0.533,0.5	0.385,0.467	0.09
1480	"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100015301	100015420	100043072	100043229	100011364	100011533	100049908	100050004	1480	4,4	0,0	4,7	0,1	198	198	1	1.0	1.0,1.0	1.0,0.875	0.062
1481	"ENSG00000283761.1"	"ENSG00000283761"	chr1	+	100068472	100068586	100069613	100069685	100067976	100068195	100077164	100077277	1481	23,12	10,10	9,2	2,7	198	171	0.642726875462	1.0	0.665,0.509	0.795,0.198	0.09
1483	"ENSG00000144744.18"	"UBA3"	chr3	-	69071534	69071617	69075429	69075510	69067927	69068008	69077797	69077918	1483	20,18	6,11	21,18	1,10	180	182	0.279225823992	0.7842854539516899	0.771,0.623	0.955,0.645	-0.103
1486	"ENSG00000128654.14"	"MTX2"	chr2	+	176329300	176329426	176330583	176330660	176328873	176328912	176337492	176337679	1486	20,23	27,16	32,10	11,5	198	176	0.0167201417208	0.1477625532561756	0.397,0.561	0.721,0.64	-0.201
1487	"ENSG00000128654.14"	"MTX2"	chr2	+	176329369	176329426	176330583	176330660	176328873	176328912	176337492	176337630	1487	1,0	27,16	0,0	11,5	156	176	1	1.0	0.04,0.0	0.0,0.0	0.02
1488	"ENSG00000152061.24"	"RABGAP1L"	chr1	+	174370978	174371072	174393994	174394145	174304985	174305127	174637374	174637488	1488	11,15	10,14	18,5	12,6	193	198	0.708353565325	1.0	0.53,0.524	0.606,0.461	-0.006
1489	"ENSG00000117593.12"	"DARS2"	chr1	+	173840865	173840973	173845228	173845291	173839366	173839546	173850326	173850479	1489	23,17	14,20	5,7	6,1	198	162	0.43009651787	0.9729758895414983	0.573,0.41	0.405,0.851	-0.137
1490	"ENSG00000117593.12"	"DARS2"	chr1	+	173840865	173840973	173845228	173845291	173839366	173839546	173856665	173856741	1490	23,17	0,1	5,7	0,0	198	162	1	1.0	1.0,0.933	1.0,1.0	-0.033
1491	"ENSG00000117593.12"	"DARS2"	chr1	+	173845228	173845291	173850326	173850479	173840865	173840973	173853348	173853567	1491	14,10	28,22	5,1	11,2	162	198	0.970046200704	1.0	0.379,0.357	0.357,0.379	0.0
1506	"ENSG00000143727.16"	"ACP1"	chr2	+	272036	272150	272191	272305	271865	271939	275139	275201	1506	77,56	34,16	15,11	12,6	198	198	0.125188724235	0.5040005305312777	0.694,0.778	0.556,0.647	0.134
1507	"ENSG00000137814.12"	"HAUS2"	chr15	+	42559338	42559408	42560781	42560870	42558197	42558290	42561269	42561402	1507	23,14	4,3	6,6	0,1	169	188	0.0109416940333	0.11122713177200373	0.865,0.838	1.0,0.87	-0.084
1508	"ENSG00000137814.12"	"HAUS2"	chr15	+	42559338	42559408	42561269	42561402	42558197	42558290	42563748	42563857	1508	14,6	15,9	1,0	3,1	169	198	0.00209770683894	0.03314413533541579	0.522,0.439	0.281,0.0	0.34
1510	"ENSG00000101161.8"	"PRPF6"	chr20	+	64011284	64011503	64016722	64016845	64010199	64010318	64022756	64022878	1510	61,53	50,35	49,19	38,26	198	198	0.332977717101	0.8637065077763677	0.55,0.602	0.563,0.422	0.084
1511	"ENSG00000213064.10"	"SFT2D2"	chr1	+	168231833	168231919	168235100	168235182	168231513	168231600	168236588	168236624	1511	9,8	5,13	9,2	5,1	185	181	0.247618811752	0.7358790868282375	0.638,0.376	0.638,0.662	-0.143
1512	"ENSG00000213064.10"	"SFT2D2"	chr1	+	168235100	168235182	168236588	168236624	168231833	168231919	168236711	168236770	1512	14,16	3,4	11,5	5,2	181	135	0.299985559172	0.8111549821392139	0.777,0.749	0.621,0.651	0.127
1513	"ENSG00000143147.15"	"GPR161"	chr1	-	168096507	168097232	168104476	168104894	168090563	168090668	168134905	168135036	1513	0,1	2,1	0,0	1,1	198	198	1	1.0	0.0,0.5	0.0,0.0	0.25
1514	"ENSG00000143147.15"	"GPR161"	chr1	-	168096507	168097232	168104476	168104894	168090563	168090668	168137389	168137573	1514	0,1	2,1	0,0	1,1	198	198	1	1.0	0.0,0.5	0.0,0.0	0.25
1529	"ENSG00000160688.19"	"FLAD1"	chr1	+	154992564	154992673	154992712	154992786	154990158	154990257	154992901	154993111	1529	4,2	40,35	0,0	40,18	198	173	0.0141770945372	0.13342425767910301	0.08,0.048	0.0,0.0	0.064
1530	"ENSG00000160688.19"	"FLAD1"	chr1	+	154992564	154992673	154992712	154992786	154990338	154990528	154992901	154993111	1530	5,3	65,64	0,0	57,36	198	173	0.00852938034752	0.09045303841711454	0.063,0.039	0.0,0.0	0.051
1531	"ENSG00000169398.20"	"PTK2"	chr8	-	140746759	140746860	140752231	140752316	140744651	140744767	140761164	140761262	1531	24,19	50,32	26,11	22,16	184	198	0.0773211461122	0.3794495973993743	0.341,0.39	0.56,0.425	-0.127
1532	"ENSG00000169398.20"	"PTK2"	chr8	-	140879470	140879637	140925660	140925749	140864311	140864399	141001124	141001158	1532	4,19	21,27	10,10	33,20	188	198	0.831346674543	1.0	0.167,0.426	0.242,0.345	0.003
1533	"ENSG00000138380.18"	"CARF"	chr2	+	202924296	202924415	202934501	202934599	202917876	202918043	202941859	202941980	1533	0,1	0,2	0,0	0,1	198	197	1	1.0	NA,0.332	NA,0.0	0.332
1537	"ENSG00000138380.18"	"CARF"	chr2	+	202924356	202924415	202934501	202934599	202917876	202918043	202941859	202941980	1537	0,1	0,2	0,0	0,1	158	197	1	1.0	NA,0.384	NA,0.0	0.384
1554	"ENSG00000143224.18"	"PPOX"	chr1	+	161167338	161167486	161168431	161168576	161167099	161167234	161168992	161169183	1554	0,0	13,12	1,0	2,3	198	198	1	1.0	0.0,0.0	0.333,0.0	-0.167
1555	"ENSG00000143224.18"	"PPOX"	chr1	+	161167338	161167486	161168992	161169183	161167099	161167234	161169659	161169720	1555	0,0	21,22	1,0	7,3	198	198	1	1.0	0.0,0.0	0.125,0.0	-0.062
1556	"ENSG00000143224.18"	"PPOX"	chr1	+	161167354	161167486	161168431	161168576	161167099	161167234	161168992	161169183	1556	0,0	13,12	2,0	2,3	198	198	0.500582751097	1.0	0.0,0.0	0.5,0.0	-0.25
1557	"ENSG00000143224.18"	"PPOX"	chr1	+	161167354	161167486	161168992	161169183	161167099	161167234	161169659	161169720	1557	0,0	21,22	2,0	7,3	198	198	0.869901670882	1.0	0.0,0.0	0.222,0.0	-0.111
1558	"ENSG00000143224.18"	"PPOX"	chr1	+	161167370	161167486	161168431	161168576	161167099	161167234	161168992	161169183	1558	17,6	13,12	6,3	2,3	198	198	0.242316050615	0.7306450680124965	0.567,0.333	0.75,0.5	-0.175
1559	"ENSG00000143224.18"	"PPOX"	chr1	+	161167370	161167486	161168992	161169183	161167099	161167234	161169659	161169720	1559	17,6	21,22	6,3	7,3	198	198	0.325965783354	0.8537947144718024	0.447,0.214	0.462,0.5	-0.15
1560	"ENSG00000143224.18"	"PPOX"	chr1	+	161169905	161170024	161170408	161170519	161169659	161169720	161170619	161170769	1560	18,13	16,13	4,7	16,9	198	198	0.064506624997	0.3496175115161761	0.529,0.5	0.2,0.438	0.195
1563	"ENSG00000164172.20"	"MOCS2"	chr5	-	53101358	53101509	53102096	53102224	53100410	53100534	53107076	53107221	1563	29,43	24,40	10,21	10,17	198	198	0.93301410048	1.0	0.547,0.518	0.5,0.553	0.006
1567	"ENSG00000143374.18"	"TARS2"	chr1	+	150496809	150496908	150497529	150497747	150492410	150492489	150498501	150498664	1567	4,0	30,34	0,1	32,13	198	198	0.138047007414	0.5337128834209485	0.118,0.0	0.0,0.071	0.024
1568	"ENSG00000121897.15"	"LIAS"	chr4	+	39463524	39463605	39467517	39467646	39460789	39460962	39470018	39470164	1568	0,2	0,2	0,0	1,0	180	198	1	1.0	NA,0.524	0.0,NA	0.524
1569	"ENSG00000121897.15"	"LIAS"	chr4	+	39465284	39465342	39466016	39466117	39463524	39463605	39467517	39467646	1569	5,3	0,0	0,5	0,1	157	198	1	1.0	1.0,1.0	NA,0.863	0.137
1570	"ENSG00000128656.15"	"CHN1"	chr2	-	174846879	174846957	174877839	174878128	174824433	174824518	174915057	174915171	1570	2,0	0,1	1,4	2,3	198	177	0.822750613793	1.0	1.0,0.0	0.309,0.544	0.074
1692	"ENSG00000133731.10"	"IMPA1"	chr8	-	81676233	81676279	81679125	81679230	81673840	81673949	81680649	81680783	1692	9,9	9,4	30,26	6,9	198	145	0.0603770052324	0.3365631009621477	0.423,0.622	0.785,0.679	-0.21
