ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4561	"ENSG00000081923.6"	"ATP8B1"	chr18	-	55329714	55329847	55328405	55328694	55334323	55334399	4561	19,15	0,1	13,19	0,0	198	99	1	1.0	1.0,0.882	1.0,1.0	-0.059
4562	"ENSG00000081923.6"	"ATP8B1"	chr18	-	55371786	55371900	55368446	55368545	55373721	55373819	4562	14,19	1,1	23,19	0,0	198	99	0.348145261697	1.0	0.875,0.905	1.0,1.0	-0.11
4564	"ENSG00000167543.11"	"TP53I13"	chr17	+	27895295	27895566	27894197	27894429	27896035	27896104	4564	2,0	1,0	3,1	0,0	198	99	1	1.0	0.5,NA	1.0,1.0	-0.5
4565	"ENSG00000167543.11"	"TP53I13"	chr17	+	27898608	27898737	27896335	27896377	27898874	27899075	4565	47,41	1,0	38,7	0,0	198	99	1	1.0	0.959,1.0	1.0,1.0	-0.02
4567	"ENSG00000196535.10"	"MYO18A"	chr17	-	27412621	27412666	27409333	27409456	27413455	27413595	4567	1,2	4,4	0,3	8,7	144	99	0.86978977716	1.0	0.147,0.256	0.0,0.228	0.088
4570	"ENSG00000196535.10"	"MYO18A"	chr17	-	27423778	27423933	27421953	27422077	27424240	27424368	4570	10,10	0,0	9,5	3,0	198	99	0.0600564195449	0.4745597393908629	1.0,1.0	0.6,1.0	0.2
4572	"ENSG00000196535.10"	"MYO18A"	chr17	-	27451670	27451706	27449183	27449271	27492959	27494039	4572	0,0	12,5	0,1	13,8	135	99	1	1.0	0.0,0.0	0.0,0.084	-0.042
4581	"ENSG00000109118.9"	"PHF12"	chr17	-	27234607	27234690	27233873	27234012	27235800	27235899	4581	3,3	0,0	3,4	0,3	182	99	0.0346206748206	0.32472195272669463	1.0,1.0	1.0,0.42	0.29
4586	"ENSG00000109118.9"	"PHF12"	chr17	-	27253799	27253891	27250926	27251320	27254008	27254081	4586	0,0	1,0	0,1	1,4	191	99	1	1.0	0.0,NA	0.0,0.115	-0.058
4596	"ENSG00000109107.9"	"ALDOC"	chr17	-	26902982	26903035	26902438	26902562	26903818	26903913	4596	1,3	12,11	7,2	2,7	152	99	0.0320247443641	0.30782590268547405	0.051,0.151	0.695,0.157	-0.325
4597	"ENSG00000109107.9"	"ALDOC"	chr17	-	26902982	26903038	26902438	26902562	26903818	26903966	4597	2,3	12,11	18,6	2,7	155	99	0.000720560475988	0.023657212386453377	0.096,0.148	0.852,0.354	-0.481
4598	"ENSG00000087111.16"	"PIGS"	chr17	-	26888439	26888647	26887066	26887209	26890448	26890540	4598	60,47	0,1	14,13	1,0	198	99	1	1.0	1.0,0.959	0.875,1.0	0.042
4604	"ENSG00000244045.6"	"TMEM199"	chr17	+	26687173	26687261	26686337	26686427	26687551	26687599	4604	1,2	16,15	1,0	2,4	187	99	0.582933471192	1.0	0.032,0.066	0.209,0.0	-0.055
4607	"ENSG00000109083.9"	"IFT20"	chr17	-	26659171	26659207	26658628	26659013	26662365	26662465	4607	9,4	20,25	4,2	14,23	135	99	0.219744335964	1.0	0.248,0.105	0.173,0.06	0.06
4608	"ENSG00000109083.9"	"IFT20"	chr17	-	26659171	26659408	26658427	26659013	26662365	26662461	4608	11,19	20,25	14,12	14,23	198	99	0.888494804367	1.0	0.216,0.275	0.333,0.207	-0.025
4619	"ENSG00000109046.10"	"WSB1"	chr17	+	25624212	25624334	25621105	25621461	25628813	25628982	4619	0,1	15,12	1,0	43,32	198	99	1	1.0	0.0,0.04	0.011,0.0	0.015
4621	"ENSG00000109046.10"	"WSB1"	chr17	+	25628792	25628982	25621101	25621461	25630392	25630661	4621	26,16	2,0	34,22	0,0	198	99	0.591073418783	1.0	0.867,1.0	1.0,1.0	-0.067
4622	"ENSG00000109046.10"	"WSB1"	chr17	+	25628813	25628982	25621105	25621461	25630392	25630437	4622	41,28	2,0	77,54	0,0	198	99	0.431910679293	1.0	0.911,1.0	1.0,1.0	-0.044
4624	"ENSG00000109046.10"	"WSB1"	chr17	+	25628843	25628982	25621112	25621461	25630392	25630448	4624	26,16	2,0	34,22	0,0	198	99	0.591073418783	1.0	0.867,1.0	1.0,1.0	-0.067
4625	"ENSG00000109046.10"	"WSB1"	chr17	+	25628906	25628982	25621139	25621461	25630392	25630661	4625	22,16	2,0	34,20	0,0	175	99	0.638448779464	1.0	0.862,1.0	1.0,1.0	-0.069
4628	"ENSG00000178307.5"	"TMEM11"	chr17	-	21111704	21111852	21101852	21102153	21114248	21114540	4628	3,0	12,2	0,0	0,1	198	99	1	1.0	0.111,0.0	NA,0.0	0.056
4629	"ENSG00000178307.5"	"TMEM11"	chr17	-	21114248	21114540	21101266	21102153	21117403	21117474	4629	19,15	25,7	2,3	15,1	198	99	0.166409046881	0.9294093607000421	0.275,0.517	0.062,0.6	0.065
4630	"ENSG00000178307.5"	"TMEM11"	chr17	-	21114379	21114540	21101568	21102153	21117403	21117476	4630	10,13	25,7	2,2	15,1	198	99	0.126021571256	0.7765921576326467	0.167,0.481	0.062,0.5	0.043
4631	"ENSG00000109016.13"	"DHRS7B"	chr17	+	21081545	21081655	21074986	21075509	21086906	21086976	4631	38,32	0,0	11,6	1,0	198	99	1	1.0	1.0,1.0	0.846,1.0	0.077
4632	"ENSG00000109016.13"	"DHRS7B"	chr17	+	21092023	21092176	21087683	21087776	21094260	21094579	4632	27,19	0,0	4,10	4,0	198	99	0.00719686245413	0.11272903644059991	1.0,1.0	0.333,1.0	0.334
4634	"ENSG00000124422.7"	"USP22"	chr17	-	20919064	20919212	20916142	20916248	20921254	20921424	4634	83,87	0,1	63,42	0,0	198	99	1	1.0	1.0,0.978	1.0,1.0	-0.011
4636	"ENSG00000142002.12"	"DPP9"	chr19	-	4683201	4683336	4682707	4682850	4683488	4683641	4636	0,3	3,9	0,2	2,0	198	99	0.874938690364	1.0	0.0,0.143	0.0,1.0	-0.428
4637	"ENSG00000142002.12"	"DPP9"	chr19	-	4695389	4695567	4694328	4694835	4697562	4697663	4637	5,8	1,0	6,5	0,0	198	99	1	1.0	0.714,1.0	1.0,1.0	-0.143
4641	"ENSG00000142002.12"	"DPP9"	chr19	-	4722206	4722316	4719862	4719953	4722510	4722563	4641	0,0	2,2	0,1	2,0	198	99	1	1.0	0.0,0.0	0.0,1.0	-0.5
4651	"ENSG00000128487.12"	"SPECC1"	chr17	+	20107645	20109225	20059301	20059549	20130725	20130933	4651	14,12	2,9	9,8	0,0	198	99	5.63742959125e-06	0.0006226468708797276	0.778,0.4	1.0,1.0	-0.411
4652	"ENSG00000128487.12"	"SPECC1"	chr17	+	20160763	20160920	20156817	20156899	20163504	20163607	4652	10,6	0,0	14,9	1,0	198	99	1	1.0	1.0,1.0	0.875,1.0	0.062
4653	"ENSG00000128487.12"	"SPECC1"	chr17	+	20200273	20200390	20163504	20163607	20209335	20209395	4653	3,4	1,0	7,4	0,0	198	99	1	1.0	0.6,1.0	1.0,1.0	-0.2
4658	"ENSG00000072210.14"	"ALDH3A2"	chr17	+	19576463	19576588	19575033	19575269	19578808	19578812	4658	3,2	6,12	2,5	8,2	198	99	0.229360720535	1.0	0.2,0.077	0.111,0.556	-0.195
4659	"ENSG00000072210.14"	"ALDH3A2"	chr17	+	19576463	19576588	19575033	19575269	19578870	19579193	4659	1,1	5,3	2,7	5,2	198	99	0.0372332963405	0.34121893620244526	0.091,0.143	0.167,0.636	-0.285
4660	"ENSG00000072210.14"	"ALDH3A2"	chr17	+	19576512	19576588	19575080	19575269	19578808	19578812	4660	1,1	6,12	1,0	8,2	175	99	1	1.0	0.086,0.045	0.066,0.0	0.033
4661	"ENSG00000072210.14"	"ALDH3A2"	chr17	+	19576519	19576588	19575111	19575269	19578870	19579220	4661	0,0	5,3	0,1	5,2	168	99	1	1.0	0.0,0.0	0.0,0.228	-0.114
4665	"ENSG00000142494.9"	"SLC47A1"	chr17	+	19459108	19459222	19458821	19459003	19459307	19459375	4665	5,2	1,0	6,7	0,0	198	99	1	1.0	0.714,1.0	1.0,1.0	-0.143
4681	"ENSG00000176974.13"	"SHMT1"	chr17	-	18236479	18236602	18233868	18233985	18243356	18243569	4681	23,27	1,0	18,7	0,0	198	99	1	1.0	0.92,1.0	1.0,1.0	-0.04
4682	"ENSG00000176974.13"	"SHMT1"	chr17	-	18238872	18238989	18236479	18236602	18243356	18243569	4682	56,20	6,9	9,5	3,1	198	99	0.946900461504	1.0	0.824,0.526	0.6,0.714	0.018
4683	"ENSG00000176974.13"	"SHMT1"	chr17	-	18251638	18251754	18250809	18250970	18256985	18257131	4683	73,73	0,0	29,24	1,0	198	99	1	1.0	1.0,1.0	0.935,1.0	0.032
4684	"ENSG00000176974.13"	"SHMT1"	chr17	-	18259199	18259314	18256823	18257131	18266685	18266721	4684	55,40	0,1	16,5	0,0	198	99	1	1.0	1.0,0.952	1.0,1.0	-0.024
4685	"ENSG00000176974.13"	"SHMT1"	chr17	-	18263727	18263866	18259292	18259314	18266685	18266856	4685	9,13	20,16	3,1	10,0	198	99	0.564707154162	1.0	0.184,0.289	0.13,1.0	-0.328
4688	"ENSG00000171953.11"	"ATPAF2"	chr17	-	17924735	17924977	17924436	17924552	17925058	17925171	4688	6,1	6,10	2,0	1,1	198	99	0.326672218176	1.0	0.333,0.048	0.5,0.0	-0.059
4691	"ENSG00000099991.12"	"CABIN1"	chr22	+	24437586	24437721	24434795	24434909	24439365	24439546	4691	12,4	2,0	10,9	0,0	198	99	0.959965681401	1.0	0.75,1.0	1.0,1.0	-0.125
4692	"ENSG00000099991.12"	"CABIN1"	chr22	+	24447286	24447436	24445552	24445682	24451335	24451622	4692	15,4	1,5	16,9	1,2	198	99	0.189299664197	1.0	0.882,0.286	0.889,0.692	-0.207
4693	"ENSG00000099991.12"	"CABIN1"	chr22	+	24451335	24451622	24447286	24447436	24452654	24452767	4693	9,8	0,0	16,6	2,0	198	99	0.745730831299	1.0	1.0,1.0	0.8,1.0	0.1
4696	"ENSG00000171962.13"	"LRRC48"	chr17	+	17876978	17877067	17876126	17876288	17877165	17877276	4696	0,0	1,0	1,0	0,0	188	99	1	1.0	0.0,NA	1.0,NA	-1.0
4701	"ENSG00000171962.13"	"LRRC48"	chr17	+	17900765	17900948	17898920	17899073	17907676	17907765	4701	3,0	0,0	1,0	1,0	198	99	1	1.0	1.0,NA	0.333,NA	0.667
4702	"ENSG00000175662.13"	"TOM1L2"	chr17	-	17754206	17754266	17752136	17752173	17764789	17764865	4702	1,3	0,0	6,5	0,1	159	99	1	1.0	1.0,1.0	1.0,0.757	0.121
4704	"ENSG00000175662.13"	"TOM1L2"	chr17	-	17770189	17770238	17769609	17769733	17772653	17772787	4704	10,2	0,0	7,8	1,0	148	99	1	1.0	1.0,1.0	0.824,1.0	0.088
4705	"ENSG00000175662.13"	"TOM1L2"	chr17	-	17786018	17786177	17782940	17783057	17787947	17788082	4705	8,9	0,0	12,2	1,0	198	99	1	1.0	1.0,1.0	0.857,1.0	0.072
4706	"ENSG00000175662.13"	"TOM1L2"	chr17	-	17786018	17786177	17782940	17783057	17796974	17797124	4706	6,4	0,2	5,1	0,0	198	99	0.445515417328	1.0	1.0,0.5	1.0,1.0	-0.25
4707	"ENSG00000175662.13"	"TOM1L2"	chr17	-	17787947	17788082	17782940	17783057	17796974	17797124	4707	4,7	0,2	10,4	0,0	198	99	0.618350791524	1.0	1.0,0.636	1.0,1.0	-0.182
4708	"ENSG00000175662.13"	"TOM1L2"	chr17	-	17787947	17788082	17782940	17783057	17801909	17801988	4708	0,3	0,1	1,1	0,0	198	99	1	1.0	NA,0.6	1.0,1.0	-0.4
4710	"ENSG00000175662.13"	"TOM1L2"	chr17	-	17796974	17797124	17782940	17783057	17801909	17801988	4710	6,6	0,1	8,3	0,0	198	99	1	1.0	1.0,0.75	1.0,1.0	-0.125
4711	"ENSG00000175662.13"	"TOM1L2"	chr17	-	17796974	17797124	17787947	17788082	17801909	17801988	4711	10,11	0,3	17,7	0,1	198	99	0.100701793236	0.6692551874650918	1.0,0.647	1.0,0.778	-0.066
4712	"ENSG00000131174.4"	"COX7B"	chrX	+	77157240	77157364	77154934	77155090	77158139	77158264	4712	2,1	413,290	0,0	226,130	198	99	1	1.0	0.002,0.002	0.0,0.0	0.002
4725	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16342640	16342728	16342298	16342374	16342973	16343005	4725	26,27	1,0	10,2	0,0	187	99	1	1.0	0.932,1.0	1.0,1.0	-0.034
4727	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16342841	16343017	16342376	16342728	16343498	16343567	4727	36,59	506,327	17,12	77,51	198	99	0.0205266760081	0.23146245263060405	0.034,0.083	0.099,0.105	-0.044
4728	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16342894	16343017	16342640	16342728	16343498	16343567	4728	35,46	506,327	18,14	77,51	198	99	0.000774363979039	0.024938862352975644	0.033,0.066	0.105,0.121	-0.063
4730	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16342973	16343017	16342358	16342728	16343498	16343567	4730	37,47	506,327	20,4	77,51	143	99	0.0872610252318	0.6094476954778735	0.048,0.091	0.152,0.052	-0.032
4731	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16344387	16344444	16342640	16343567	16344681	16344929	4731	268,228	27,23	43,44	5,5	156	99	0.771515461046	1.0	0.863,0.863	0.845,0.848	0.016
4733	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16344387	16344444	16342640	16343567	16373615	16373685	4733	116,111	0,2	18,12	0,0	156	99	1	1.0	1.0,0.972	1.0,1.0	-0.014
4749	"ENSG00000255104.3"	"ZNF286A"	chr17	+	15603586	15603680	15603361	15603482	15604465	15604554	4749	16,9	1,1	2,14	0,0	193	99	0.311758356024	1.0	0.891,0.822	1.0,1.0	-0.143
4761	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153185020	153185140	153184608	153184737	153186079	153186262	4761	9,1	6,3	4,1	0,1	198	99	0.00462885609548	0.08421244382303482	0.429,0.143	1.0,0.333	-0.381
4763	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153186549	153186612	153185865	153186262	153186817	153186853	4763	3,7	0,1	6,5	0,0	162	99	1	1.0	1.0,0.811	1.0,1.0	-0.095
4764	"ENSG00000089820.11"	"ARHGAP4"	chrX	-	153186549	153186676	153186192	153186262	153186817	153186980	4764	2,7	0,1	4,3	0,0	198	99	1	1.0	1.0,0.778	1.0,1.0	-0.111
4768	"ENSG00000006744.14"	"ELAC2"	chr17	-	12914979	12915099	12913929	12913988	12916523	12916556	4768	39,42	2,2	57,33	2,5	198	99	0.474239201591	1.0	0.907,0.913	0.934,0.767	0.059
4771	"ENSG00000011052.17"	"NME2"	chr17	+	49231585	49231805	49230996	49231023	49233011	49233141	4771	14,7	268,179	2,0	80,37	198	99	0.0511018430136	0.4245356346795453	0.025,0.019	0.012,0.0	0.016
4772	"ENSG00000011052.17"	"NME2"	chr17	+	49233011	49233141	49230950	49231023	49237340	49237442	4772	511,335	1,0	135,82	0,0	198	99	1	1.0	0.996,1.0	1.0,1.0	-0.002
4773	"ENSG00000011052.17"	"NME2"	chr17	+	49237340	49237442	49233011	49233141	49238520	49238633	4773	585,401	1,1	143,90	0,0	198	99	1	1.0	0.997,0.995	1.0,1.0	-0.004
4774	"ENSG00000011052.17"	"NME2"	chr17	+	49247297	49247410	49245602	49245704	49248847	49249103	4774	1217,818	6,9	271,127	2,1	198	99	0.524281945536	1.0	0.99,0.978	0.985,0.984	-0.0
4775	"ENSG00000065559.10"	"MAP2K4"	chr17	+	11935582	11935615	11924150	11924318	11958205	11958308	4775	0,1	3,4	0,0	1,2	132	99	1	1.0	0.0,0.158	0.0,0.0	0.079
4779	"ENSG00000065559.10"	"MAP2K4"	chr17	+	11984672	11984847	11958205	11958308	11998891	11999011	4779	28,18	0,1	17,18	1,0	198	99	1	1.0	1.0,0.9	0.895,1.0	0.002
4785	"ENSG00000124155.12"	"PIGT"	chr20	+	44045156	44045294	44044783	44044983	44047934	44048035	4785	37,41	0,1	5,10	0,0	198	99	1	1.0	1.0,0.953	1.0,1.0	-0.024
4786	"ENSG00000124155.12"	"PIGT"	chr20	+	44045156	44045334	44044716	44044983	44047934	44048035	4786	38,41	0,1	5,10	0,0	198	99	1	1.0	1.0,0.953	1.0,1.0	-0.024
4787	"ENSG00000124155.12"	"PIGT"	chr20	+	44047491	44047619	44045156	44045334	44047934	44048035	4787	69,100	1,1	12,20	0,0	198	99	0.545257158051	1.0	0.972,0.98	1.0,1.0	-0.024
4790	"ENSG00000124155.12"	"PIGT"	chr20	+	44050022	44050223	44049167	44049333	44052855	44053021	4790	74,73	1,0	22,20	0,0	198	99	1	1.0	0.974,1.0	1.0,1.0	-0.013
4791	"ENSG00000124155.12"	"PIGT"	chr20	+	44053135	44053219	44052855	44053021	44054213	44054507	4791	108,125	1,0	18,17	0,1	183	99	1	1.0	0.983,1.0	1.0,0.902	0.04
4792	"ENSG00000060069.12"	"CTDP1"	chr18	+	77477534	77477676	77474490	77475528	77477809	77478016	4792	16,7	1,0	23,9	0,0	198	99	1	1.0	0.889,1.0	1.0,1.0	-0.055
4793	"ENSG00000060069.12"	"CTDP1"	chr18	+	77488906	77489069	77477809	77478016	77496354	77496521	4793	6,6	4,2	7,6	4,0	198	99	0.30390491267	1.0	0.429,0.6	0.467,1.0	-0.219
4794	"ENSG00000060069.12"	"CTDP1"	chr18	+	77496354	77496521	77488906	77489069	77513651	77514503	4794	18,13	0,0	10,5	0,1	198	99	1	1.0	1.0,1.0	1.0,0.714	0.143
4798	"ENSG00000154914.12"	"USP43"	chr17	+	9578207	9578300	9569964	9570068	9580062	9580198	4798	7,7	1,0	2,3	0,0	192	99	1	1.0	0.783,1.0	1.0,1.0	-0.109
4799	"ENSG00000154914.12"	"USP43"	chr17	+	9586139	9586275	9583547	9583683	9590114	9590180	4799	7,3	0,1	2,5	0,0	198	99	1	1.0	1.0,0.6	1.0,1.0	-0.2
4807	"ENSG00000184640.13"	"SEPT9"	chr17	+	75290855	75290985	75277518	75277636	75303222	75303279	4807	1,0	33,21	0,0	21,14	198	99	1	1.0	0.015,0.0	0.0,0.0	0.007
4808	"ENSG00000184640.13"	"SEPT9"	chr17	+	75303222	75303279	75277491	75277636	75398140	75398282	4808	42,37	1,0	28,18	1,0	156	99	1	1.0	0.964,1.0	0.947,1.0	0.008
4810	"ENSG00000184640.13"	"SEPT9"	chr17	+	75398140	75398785	75303222	75303279	75478225	75478417	4810	61,66	0,0	41,29	0,2	198	99	0.732372868151	1.0	1.0,1.0	1.0,0.879	0.06
4816	"ENSG00000011260.9"	"UTP18"	chr17	+	49363843	49363913	49362605	49362729	49365389	49365438	4816	0,0	18,13	1,0	6,3	169	99	1	1.0	0.0,0.0	0.089,0.0	-0.044
4820	"ENSG00000133026.8"	"MYH10"	chr17	-	8479942	8479990	8473037	8473130	8480553	8480656	4820	0,0	8,4	3,1	6,3	147	99	0.00362917470602	0.0722063281578806	0.0,0.0	0.252,0.183	-0.217
4821	"ENSG00000133026.8"	"MYH10"	chr17	-	8479960	8479990	8473037	8473130	8480553	8480656	4821	0,0	8,4	5,8	6,3	129	99	3.75094267535e-07	7.693897892414346e-05	0.0,0.0	0.39,0.672	-0.531
4822	"ENSG00000133026.8"	"MYH10"	chr17	-	8526741	8526815	8526219	8526595	8533971	8534035	4822	5,2	11,8	3,1	4,5	173	99	0.839252805049	1.0	0.206,0.125	0.3,0.103	-0.036
4825	"ENSG00000166579.11"	"NDEL1"	chr17	+	8348271	8348358	8347244	8347675	8349028	8349065	4825	0,1	2,5	0,0	0,5	186	99	1	1.0	0.0,0.096	NA,0.0	0.048
4826	"ENSG00000166579.11"	"NDEL1"	chr17	+	8349028	8349182	8347577	8347675	8350071	8350098	4826	7,13	0,2	3,6	0,0	198	99	0.912387427129	1.0	1.0,0.765	1.0,1.0	-0.117
4827	"ENSG00000166579.11"	"NDEL1"	chr17	+	8358113	8358205	8354097	8354271	8363326	8363478	4827	14,19	0,1	20,20	1,0	191	99	1	1.0	1.0,0.908	0.912,1.0	-0.002
4829	"ENSG00000166579.11"	"NDEL1"	chr17	+	8366637	8366672	8363326	8363478	8370247	8370976	4829	7,5	2,0	3,2	2,1	134	99	0.0626410152902	0.4871428384453095	0.721,1.0	0.526,0.596	0.3
4830	"ENSG00000161970.8"	"RPL26"	chr17	-	8283113	8283254	8280837	8281010	8285460	8285627	4830	1798,1352	0,1	992,508	0,0	198	99	1	1.0	1.0,0.999	1.0,1.0	-0.0
4832	"ENSG00000263809.1"	"RP11-849F2.7"	chr17	-	8274626	8275399	8271955	8273704	8279217	8279422	4832	5,0	3,0	0,0	0,1	198	99	1	1.0	0.455,NA	NA,0.0	0.455
4834	"ENSG00000178921.9"	"PFAS"	chr17	+	8158819	8159009	8158344	8158450	8159122	8159228	4834	9,11	2,0	3,2	0,0	198	99	0.651166556317	1.0	0.692,1.0	1.0,1.0	-0.154
4836	"ENSG00000178921.9"	"PFAS"	chr17	+	8168605	8168786	8168212	8168443	8168873	8168957	4836	13,7	3,1	3,2	1,0	198	99	0.0183966224229	0.2154818520370952	0.684,0.778	0.6,1.0	-0.069
4841	"ENSG00000179029.10"	"TMEM107"	chr17	-	8079276	8079344	8077320	8077590	8079517	8079634	4841	22,16	2,2	11,2	3,0	167	99	0.675320215019	1.0	0.867,0.826	0.685,1.0	0.004
4846	"ENSG00000170004.12"	"CHD3"	chr17	+	7798656	7798860	7798234	7798468	7800400	7800612	4846	23,18	0,2	2,5	0,0	198	99	0.913089317618	1.0	1.0,0.818	1.0,1.0	-0.091
4847	"ENSG00000170004.12"	"CHD3"	chr17	+	7810918	7811020	7810670	7810806	7811211	7811337	4847	17,7	5,7	5,1	0,0	198	99	4.2149694609e-06	0.0004999221836213	0.63,0.333	1.0,1.0	-0.518
4848	"ENSG00000170004.12"	"CHD3"	chr17	+	7813745	7813909	7812460	7812656	7814164	7814291	4848	33,27	2,2	2,3	0,0	198	99	0.0207602037921	0.23257367447196556	0.892,0.871	1.0,1.0	-0.119
4849	"ENSG00000170004.12"	"CHD3"	chr17	+	7813756	7813909	7812460	7812656	7814164	7814213	4849	25,14	2,2	1,1	0,0	198	99	0.0111757586057	0.15282406410810395	0.862,0.778	1.0,1.0	-0.18
4850	"ENSG00000108262.11"	"GIT1"	chr17	-	27905979	27906006	27905748	27905797	27908355	27908398	4850	0,1	5,2	0,8	5,3	126	99	0.0159190680958	0.19549931809738702	0.0,0.282	0.0,0.677	-0.198
4860	"ENSG00000141510.11"	"TP53"	chr17	-	7579311	7579590	7578370	7578554	7579699	7579721	4860	14,15	0,0	0,1	1,0	198	99	0.101456445134	0.6692551874650918	1.0,1.0	0.0,1.0	0.5
4862	"ENSG00000161956.8"	"SENP3"	chr17	+	7469011	7469081	7468780	7468904	7470243	7470322	4862	8,9	0,0	2,0	0,1	169	99	1	1.0	1.0,1.0	1.0,0.0	0.5
4863	"ENSG00000161956.8"	"SENP3"	chr17	+	7469033	7469081	7468756	7468904	7470243	7470285	4863	29,27	0,0	3,2	0,1	147	99	1	1.0	1.0,1.0	1.0,0.574	0.213
4867	"ENSG00000161955.12"	"TNFSF13"	chr17	+	7462940	7463019	7461792	7462614	7463167	7463210	4867	9,2	0,1	0,0	1,0	178	99	1	1.0	1.0,0.527	0.0,NA	0.764
4870	"ENSG00000101639.14"	"CEP192"	chr18	+	12999419	12999587	12991360	12991436	13001455	13001581	4870	26,26	0,0	9,3	1,0	198	99	1	1.0	1.0,1.0	0.818,1.0	0.091
4871	"ENSG00000101639.14"	"CEP192"	chr18	+	13000310	13000485	12999419	12999587	13001455	13001581	4871	0,1	22,19	0,0	7,3	198	99	1	1.0	0.0,0.026	0.0,0.0	0.013
4874	"ENSG00000101639.14"	"CEP192"	chr18	+	13042202	13042333	13040828	13040955	13048857	13049680	4874	16,19	0,1	3,2	0,0	198	99	1	1.0	1.0,0.905	1.0,1.0	-0.047
4875	"ENSG00000101639.14"	"CEP192"	chr18	+	13057583	13057732	13055778	13056697	13059080	13059311	4875	8,11	1,0	3,1	0,0	198	99	1	1.0	0.8,1.0	1.0,1.0	-0.1
4877	"ENSG00000101639.14"	"CEP192"	chr18	+	13071037	13071211	13069736	13069855	13072753	13072844	4877	12,8	0,1	3,5	0,0	198	99	1	1.0	1.0,0.8	1.0,1.0	-0.1
4878	"ENSG00000101639.14"	"CEP192"	chr18	+	13073007	13073184	13072753	13072844	13087015	13087276	4878	3,11	1,0	2,4	1,0	198	99	1	1.0	0.6,1.0	0.5,1.0	0.05
4880	"ENSG00000101639.14"	"CEP192"	chr18	+	13088752	13088903	13087529	13087645	13089454	13089564	4880	2,1	1,3	0,0	6,3	198	99	0.0847664549	0.5980860024271089	0.5,0.143	0.0,0.0	0.322
4881	"ENSG00000101639.14"	"CEP192"	chr18	+	13103873	13103966	13103507	13103587	13104982	13105078	4881	1,4	4,6	1,0	0,0	192	99	1	1.0	0.114,0.256	1.0,NA	-0.815
4884	"ENSG00000262481.1"	"C17orf61-PLSCR3"	chr17	-	7296462	7296683	7296109	7296271	7296785	7296828	4884	1,2	2,0	1,4	1,0	198	99	0.236856891805	1.0	0.2,1.0	0.333,1.0	-0.067
4885	"ENSG00000187838.12"	"TMEM256-PLSCR3"	chr17	-	7296919	7297155	7296785	7296828	7297422	7297478	4885	1,2	5,1	0,6	0,0	198	99	1	1.0	0.091,0.5	NA,1.0	-0.705
4898	"ENSG00000132535.14"	"DLG4"	chr17	-	7096263	7096436	7094585	7094677	7096801	7096876	4898	2,5	0,1	2,0	0,0	198	99	1	1.0	1.0,0.714	1.0,NA	-0.143
4902	"ENSG00000258315.1"	"C17orf49"	chr17	+	6919092	6919194	6918358	6918475	6919813	6920004	4902	13,18	0,0	7,8	0,4	198	99	0.00638594868878	0.10455894962198357	1.0,1.0	1.0,0.5	0.25
4903	"ENSG00000258315.1"	"C17orf49"	chr17	+	6920228	6920333	6919813	6920004	6920575	6920694	4903	14,10	4,0	9,5	1,0	198	99	0.0263450696742	0.26974252715742486	0.636,1.0	0.818,1.0	-0.091
4904	"ENSG00000258315.1"	"C17orf49"	chr17	+	6920228	6920333	6919813	6920004	6920579	6920838	4904	13,11	1,0	6,6	0,0	198	99	1	1.0	0.867,1.0	1.0,1.0	-0.067
4905	"ENSG00000258315.1"	"C17orf49"	chr17	+	6920268	6920333	6919813	6920004	6920575	6920623	4905	4,3	4,0	5,1	1,0	164	99	0.0215427180092	0.23808917979378832	0.376,1.0	0.751,1.0	-0.188
4906	"ENSG00000215067.5"	"AC027763.2"	chr17	-	6905802	6905939	6888427	6888859	6913114	6913208	4906	4,3	0,1	0,1	5,0	198	99	0.000359148251058	0.014492094533323983	1.0,0.6	0.0,1.0	0.3
4907	"ENSG00000215067.5"	"AC027763.2"	chr17	-	6913114	6913208	6904450	6905939	6915514	6915636	4907	7,5	1,0	0,9	0,2	193	99	1	1.0	0.782,1.0	NA,0.698	0.193
4908	"ENSG00000215067.5"	"AC027763.2"	chr17	-	6913377	6913456	6913114	6913208	6915514	6915650	4908	0,4	3,3	0,0	0,8	178	99	1	1.0	0.0,0.426	NA,0.0	0.213
4911	"ENSG00000108590.6"	"MED31"	chr17	-	6553301	6553398	6546634	6547979	6553675	6553753	4911	3,9	0,1	6,2	0,0	196	99	1	1.0	1.0,0.82	1.0,1.0	-0.09
