ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
525	"ENSG00000072609.13"	"CHFR"	chr12	-	133438918	133439011	133446204	133446384	133438052	133438220	133447309	133447369	525	13,15	2,1	5,4	0,0	198	192	0.404110103439	0.8764059673653855	0.863,0.936	1.0,1.0	-0.101
526	"ENSG00000072609.13"	"CHFR"	chr12	-	133438918	133439011	133446204	133446420	133438052	133438220	133447309	133447369	526	14,10	2,1	4,3	0,0	198	192	0.193723564507	0.581170693521	0.872,0.907	1.0,1.0	-0.111
528	"ENSG00000187848.8"	"P2RX2"	chr12	+	133196024	133196160	133196429	133196505	133195402	133195507	133196585	133196682	528	2,0	1,0	0,0	2,5	198	175	1	1.0	0.639,NA	0.0,0.0	0.639
529	"ENSG00000183765.16"	"CHEK2"	chr22	-	29120552	29120911	29120964	29121112	29115382	29115473	29121230	29121355	529	58,49	3,0	16,15	0,0	198	198	0.44190204891	0.9088729067000102	0.951,1.0	1.0,1.0	-0.024
530	"ENSG00000183765.16"	"CHEK2"	chr22	-	29120873	29120911	29120964	29121112	29107896	29108005	29121230	29121355	530	36,28	2,0	9,10	0,0	198	137	0.37729876763	0.8484680151679452	0.926,1.0	1.0,1.0	-0.037
531	"ENSG00000183765.16"	"CHEK2"	chr22	-	29120873	29120911	29120964	29121112	29115382	29115473	29121230	29121355	531	58,49	2,0	16,15	0,0	198	137	0.448958159983	0.9169501185889811	0.953,1.0	1.0,1.0	-0.024
532	"ENSG00000133030.15"	"MPRIP"	chr17	+	17046869	17046983	17049349	17049406	17045940	17046079	17050632	17050701	532	21,15	8,10	16,16	8,19	198	156	0.288758878206	0.7315573026520904	0.674,0.542	0.612,0.399	0.103
533	"ENSG00000139697.7"	"SBNO1"	chr12	-	123829804	123830117	123832575	123832680	123825534	123825635	123834856	123834988	533	16,22	10,15	26,20	21,28	198	198	0.170060938656	0.5408263938162585	0.615,0.595	0.553,0.417	0.12
535	"ENSG00000051825.10"	"MPHOSPH9"	chr12	-	123687170	123687631	123687660	123687922	123686710	123686866	123694602	123694709	535	11,7	20,10	1,0	4,2	198	198	0.00146562059297	0.02473896928615627	0.355,0.412	0.2,0.0	0.283
536	"ENSG00000051825.10"	"MPHOSPH9"	chr12	-	123710834	123710898	123712009	123712119	123707584	123707674	123714807	123715069	536	8,6	1,1	4,9	0,1	198	163	0.0851645555187	0.3682578465484528	0.868,0.832	1.0,0.881	-0.091
537	"ENSG00000051825.10"	"MPHOSPH9"	chr12	-	123710834	123710898	123712009	123712163	123707584	123707674	123714807	123715069	537	9,8	1,1	5,3	0,1	198	163	0.135559493035	0.48981344553502065	0.881,0.868	1.0,0.712	0.019
538	"ENSG00000051825.10"	"MPHOSPH9"	chr12	-	123710834	123710898	123712092	123712163	123707584	123707674	123714807	123715069	538	4,3	1,1	1,0	0,1	170	163	0.58729820329	1.0	0.793,0.742	1.0,0.0	0.268
539	"ENSG00000139714.8"	"MORN3"	chr12	-	122090980	122091165	122097096	122097254	122090633	122090714	122107244	122107560	539	1,0	0,1	3,1	3,1	198	198	1	1.0	1.0,0.0	0.5,0.5	0.0
541	"ENSG00000153406.9"	"NMRAL1"	chr16	-	4519227	4519466	4519504	4519699	4516153	4516403	4524093	4524167	541	4,2	97,70	1,4	22,23	198	198	0.208988777612	0.6061972617689689	0.04,0.028	0.043,0.148	-0.061
542	"ENSG00000153406.9"	"NMRAL1"	chr16	-	4519227	4519466	4524093	4524167	4516153	4516403	4524423	4524644	542	1,5	57,29	0,2	15,15	173	198	0.257076345162	0.6821287113105342	0.02,0.165	0.0,0.132	0.026
543	"ENSG00000153406.9"	"NMRAL1"	chr16	-	4519227	4519466	4524093	4524167	4516153	4516403	4524554	4524896	543	11,14	58,27	0,3	16,15	173	198	0.0133893703387	0.12102263125495935	0.178,0.372	0.0,0.186	0.182
544	"ENSG00000166578.5"	"IQCD"	chr12	-	113638384	113638618	113645242	113646064	113635345	113635417	113658801	113658899	544	0,0	0,2	4,4	1,0	198	198	1	1.0	NA,0.0	0.8,1.0	-0.9
548	"ENSG00000111271.10"	"ACAD10"	chr12	+	112139965	112140114	112143541	112143736	112130500	112130700	112147329	112147488	548	13,28	21,21	5,14	17,8	198	198	0.674368731097	1.0	0.382,0.571	0.227,0.636	0.045
549	"ENSG00000111271.10"	"ACAD10"	chr12	+	112148076	112148169	112150301	112150461	112147329	112147488	112153624	112153766	549	4,8	17,30	2,2	26,26	192	198	0.0189890123161	0.1488227368324056	0.195,0.216	0.073,0.073	0.133
550	"ENSG00000111271.10"	"ACAD10"	chr12	+	112185391	112185529	112186120	112186279	112185098	112185189	112186814	112187007	550	0,1	8,4	0,0	7,8	198	198	1	1.0	0.0,0.2	0.0,0.0	0.1
551	"ENSG00000111271.10"	"ACAD10"	chr12	+	112186814	112186907	112186976	112187149	112186120	112186279	112193471	112193549	551	2,0	17,5	0,0	9,10	192	198	0.460174608857	0.9343545318966043	0.108,0.0	0.0,0.0	0.054
552	"ENSG00000076513.12"	"ANKRD13A"	chr12	+	110454192	110454238	110456149	110456293	110450929	110451054	110456943	110457133	552	12,21	14,9	4,4	5,7	145	198	0.186623352018	0.5708576914648628	0.539,0.761	0.522,0.438	0.17
554	"ENSG00000110906.8"	"KCTD10"	chr12	-	109895796	109895883	109898440	109898610	109895434	109895487	109907319	109907533	554	18,16	11,6	12,7	10,8	198	186	0.144310151928	0.5064206204976975	0.606,0.715	0.53,0.451	0.17
556	"ENSG00000217555.8"	"CKLF"	chr16	+	66592092	66592251	66597024	66597120	66586471	66586696	66599788	66599975	556	13,10	45,41	5,2	25,6	198	195	0.527901734477	0.9945553818300322	0.221,0.194	0.165,0.247	0.002
559	"ENSG00000198431.11"	"TXNRD1"	chr12	+	104684770	104684882	104703536	104703728	104682708	104682818	104705067	104705190	559	2,1	2,0	18,17	4,4	198	198	0.391475888183	0.8637129438494221	0.5,1.0	0.818,0.81	-0.064
560	"ENSG00000068354.11"	"TBC1D25"	chrX	+	48403256	48403411	48417284	48417412	48399720	48399830	48417545	48417734	560	1,2	3,3	1,1	2,0	198	198	0.155290320711	0.5148441736480851	0.25,0.4	0.333,1.0	-0.341
561	"ENSG00000111727.7"	"HCFC2"	chr12	+	104480624	104480792	104481763	104481816	104476490	104476679	104487163	104487341	561	12,13	4,2	21,14	6,9	198	152	0.224288946716	0.6360907173059028	0.697,0.833	0.729,0.544	0.128
568	"ENSG00000120802.9"	"TMPO"	chr12	+	98938007	98938127	98938219	98938315	98931252	98931350	98938728	98938839	568	113,77	50,29	7,6	6,1	198	195	0.92761946751	1.0	0.69,0.723	0.535,0.855	0.011
569	"ENSG00000070961.10"	"ATP2B1"	chr12	-	90028773	90029028	90035934	90036132	90028554	90028680	90049455	90049844	569	9,5	15,10	28,10	44,18	198	198	0.761648576653	1.0	0.375,0.333	0.389,0.357	-0.019
572	"ENSG00000058272.11"	"PPP1R12A"	chr12	-	80199371	80199548	80199945	80200113	80192273	80192364	80201005	80201110	572	5,8	21,33	15,12	18,15	198	198	0.00172809059497	0.02720286430958393	0.192,0.195	0.455,0.444	-0.256
574	"ENSG00000111596.7"	"CNOT2"	chr12	+	70679179	70679366	70687850	70688074	70671911	70672054	70704674	70704797	574	4,9	3,0	1,2	2,0	198	198	0.67706634116	1.0	0.571,1.0	0.333,1.0	0.119
575	"ENSG00000111596.7"	"CNOT2"	chr12	+	70679179	70679366	70688016	70688074	70671911	70672054	70704674	70704797	575	4,9	5,0	1,2	3,0	198	157	0.867033081376	1.0	0.388,1.0	0.209,1.0	0.089
576	"ENSG00000111596.7"	"CNOT2"	chr12	+	70679179	70679366	70695484	70695645	70671911	70672054	70704674	70704797	576	4,9	6,2	1,2	0,2	198	198	0.213275628013	0.6173536257153162	0.4,0.818	1.0,0.5	-0.141
577	"ENSG00000111596.7"	"CNOT2"	chr12	+	70687850	70688074	70695484	70695645	70671911	70672054	70704674	70704797	577	3,0	6,2	2,0	0,2	198	198	0.750411513676	1.0	0.333,0.0	1.0,0.0	-0.334
578	"ENSG00000111596.7"	"CNOT2"	chr12	+	70688016	70688074	70695484	70695645	70671911	70672054	70704674	70704797	578	5,0	6,2	3,0	0,2	157	198	0.367208107668	0.8414009085153049	0.512,0.0	1.0,0.0	-0.244
579	"ENSG00000127328.17"	"RAB3IP"	chr12	+	70149350	70149439	70150184	70150443	70149161	70149258	70178499	70178595	579	0,0	29,18	2,0	29,27	188	198	0.369672430017	0.8414009085153049	0.0,0.0	0.068,0.0	-0.034
580	"ENSG00000127328.17"	"RAB3IP"	chr12	+	70150184	70150443	70178499	70178595	70149163	70149439	70188216	70188294	580	11,8	14,11	8,12	16,8	198	195	0.820951858643	1.0	0.436,0.417	0.33,0.596	-0.036
581	"ENSG00000184575.7"	"XPOT"	chr12	+	64833023	64833095	64838854	64838911	64829406	64829454	64841884	64844907	581	50,40	19,11	19,13	9,3	171	156	0.951947747971	1.0	0.706,0.768	0.658,0.798	0.009
583	"ENSG00000135446.12"	"CDK4"	chr12	-	58144224	58144346	58144438	58144548	58143236	58143287	58144705	58144873	583	186,114	1,0	34,16	0,0	198	198	1	1.0	0.995,1.0	1.0,1.0	-0.002
584	"ENSG00000135446.12"	"CDK4"	chr12	-	58144438	58144548	58144705	58144873	58143236	58143287	58144989	58145125	584	90,67	88,49	18,26	13,6	198	198	0.0614624406674	0.3118305569521278	0.506,0.578	0.581,0.812	-0.154
585	"ENSG00000135446.12"	"CDK4"	chr12	-	58144438	58144548	58144705	58144873	58143236	58143287	58145282	58145519	585	1,0	88,50	0,0	13,6	198	198	1	1.0	0.011,0.0	0.0,0.0	0.005
586	"ENSG00000135446.12"	"CDK4"	chr12	-	58144705	58144873	58144989	58145125	58144438	58144548	58145282	58145519	586	104,103	98,66	16,10	21,10	198	198	0.183526058543	0.5650989187225122	0.515,0.609	0.432,0.5	0.096
587	"ENSG00000175203.11"	"DCTN2"	chr12	-	57932035	57932130	57932301	57932307	57929531	57929628	57935146	57935155	587	0,0	0,1	1,2	0,0	105	194	1	1.0	NA,0.0	1.0,1.0	-1.0
588	"ENSG00000092841.14"	"MYL6"	chr12	+	56553281	56553406	56553406	56553514	56552467	56552495	56553758	56553932	588	11,8	923,688	6,0	292,117	198	198	0.735511808797	1.0	0.012,0.011	0.02,0.0	0.001
589	"ENSG00000092841.14"	"MYL6"	chr12	+	56553370	56553406	56553406	56553514	56552467	56552495	56553758	56553932	589	384,196	923,688	90,40	292,117	135	198	0.582361852627	1.0	0.379,0.295	0.311,0.334	0.014
590	"ENSG00000071553.12"	"ATP6AP1"	chrX	+	153660611	153660722	153662005	153662066	153660175	153660250	153662553	153662792	590	106,116	46,27	46,53	21,16	198	160	0.668858861793	1.0	0.651,0.776	0.639,0.728	0.03
592	"ENSG00000257379.1"	"RP11-793H13.8"	chr12	+	53858543	53858636	53859715	53859757	53856276	53856351	53861004	53861312	592	70,84	102,117	22,16	21,25	192	141	0.623014264122	1.0	0.335,0.345	0.435,0.32	-0.038
593	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689622	53689725	53690237	53690335	53689325	53689423	53691633	53691708	593	221,193	7,1	55,61	3,1	198	197	0.789529890104	1.0	0.969,0.995	0.948,0.984	0.016
594	"ENSG00000123349.9"	"PFDN5"	chr12	+	53690027	53690059	53690213	53690251	53689622	53689725	53691633	53691708	594	389,297	1,0	99,79	0,0	131	137	1	1.0	0.998,1.0	1.0,1.0	-0.001
596	"ENSG00000167778.4"	"SPRYD3"	chr12	-	53467069	53467255	53468432	53468568	53461938	53462088	53468878	53469003	596	40,24	21,13	11,17	12,9	198	198	0.407430119239	0.8802568792555805	0.656,0.649	0.478,0.654	0.087
600	"ENSG00000050438.12"	"SLC4A8"	chr12	+	51882482	51882644	51883483	51883735	51879570	51879684	51887487	51887556	600	0,0	3,2	8,3	7,4	198	198	3.28971375074e-06	0.000291473050715965	0.0,0.0	0.533,0.429	-0.481
601	"ENSG00000050438.12"	"SLC4A8"	chr12	+	51883483	51883735	51887487	51887556	51882482	51882644	51888728	51888902	601	3,0	0,0	8,4	5,5	198	168	1	1.0	1.0,NA	0.576,0.404	0.51
602	"ENSG00000050426.11"	"LETMD1"	chr12	+	51445874	51445990	51447560	51447643	51442816	51442968	51449617	51449804	602	11,11	10,11	4,1	7,3	198	182	0.154625241108	0.5148441736480851	0.503,0.479	0.344,0.235	0.202
603	"ENSG00000050426.11"	"LETMD1"	chr12	+	51445874	51445990	51447594	51447643	51442816	51442968	51449617	51449804	603	11,11	7,7	4,1	5,2	198	148	0.17023871497	0.5408263938162585	0.54,0.54	0.374,0.272	0.217
604	"ENSG00000050426.11"	"LETMD1"	chr12	+	51445874	51445990	51447560	51447643	51442816	51442968	51450132	51450285	604	12,13	1,6	4,1	2,0	198	182	0.277216039719	0.7139332199380863	0.917,0.666	0.648,1.0	-0.032
605	"ENSG00000050426.11"	"LETMD1"	chr12	+	51445874	51445990	51447594	51447643	51442816	51442968	51450132	51450285	605	12,13	0,3	4,1	0,0	198	148	0.164250433352	0.5353499671248348	1.0,0.764	1.0,1.0	-0.118
606	"ENSG00000050426.11"	"LETMD1"	chr12	+	51445874	51445990	51449926	51450028	51442816	51442968	51450132	51450285	606	12,13	16,19	4,1	4,0	198	198	0.295243929199	0.7399583985828248	0.429,0.406	0.5,1.0	-0.333
607	"ENSG00000050426.11"	"LETMD1"	chr12	+	51447560	51447643	51449617	51449804	51442816	51442968	51449926	51450028	607	1,3	13,17	2,0	3,2	182	198	0.51058786802	0.9814826963259959	0.077,0.161	0.42,0.0	-0.091
608	"ENSG00000050426.11"	"LETMD1"	chr12	+	51447560	51447643	51449769	51449804	51442816	51442968	51449926	51450028	608	1,3	9,4	2,0	2,0	182	134	1	1.0	0.076,0.356	0.424,NA	-0.208
609	"ENSG00000050426.11"	"LETMD1"	chr12	+	51447560	51447643	51449926	51450028	51442816	51442968	51450132	51450285	609	1,6	16,19	2,0	4,0	182	198	1	1.0	0.064,0.256	0.352,NA	-0.192
610	"ENSG00000050426.11"	"LETMD1"	chr12	+	51447594	51447643	51449926	51450028	51442816	51442968	51450132	51450285	610	0,3	16,19	0,0	4,0	148	198	1	1.0	0.0,0.174	0.0,NA	0.087
611	"ENSG00000110911.10"	"SLC11A2"	chr12	-	51402258	51402327	51402368	51402407	51399093	51399219	51404477	51404549	611	4,8	20,15	0,0	2,3	138	168	9.66207953935e-05	0.002971428350133978	0.196,0.394	0.0,0.0	0.295
613	"ENSG00000139644.8"	"TMBIM6"	chr12	+	50135739	50136063	50137199	50137348	50135339	50135394	50146246	50146332	613	4,3	3,0	4,1	0,0	198	198	0.0758055281485	0.3458917067648204	0.571,1.0	1.0,1.0	-0.215
623	"ENSG00000167535.3"	"CACNB3"	chr12	+	49217463	49217586	49218040	49218156	49217126	49217249	49218451	49218516	623	4,5	12,10	2,0	9,4	198	198	0.0252884416238	0.17893488239870606	0.25,0.333	0.182,0.0	0.2
624	"ENSG00000167535.3"	"CACNB3"	chr12	+	49218731	49218751	49218945	49219026	49218451	49218516	49219216	49219275	624	6,1	15,8	2,0	4,4	119	180	0.188972187969	0.5742950875153341	0.377,0.159	0.431,0.0	0.053
625	"ENSG00000174233.7"	"ADCY6"	chr12	-	49167251	49167430	49167722	49167881	49166290	49166326	49168184	49168301	625	19,7	18,13	9,7	5,13	198	198	0.80730560431	1.0	0.514,0.35	0.643,0.35	-0.065
626	"ENSG00000174233.7"	"ADCY6"	chr12	-	49167722	49167881	49168184	49168301	49167251	49167430	49169085	49169233	626	0,1	6,13	0,0	4,3	198	198	1	1.0	0.0,0.071	0.0,0.0	0.035
627	"ENSG00000139620.8"	"KANSL2"	chr12	-	49054148	49054402	49056342	49056437	49048723	49048843	49061475	49061572	627	5,5	19,22	0,0	11,8	194	198	9.06190966181e-05	0.002971428350133978	0.212,0.188	0.0,0.0	0.2
628	"ENSG00000139620.8"	"KANSL2"	chr12	-	49054250	49054402	49056342	49056437	49048723	49048843	49061475	49061572	628	5,5	18,12	0,0	9,3	194	198	7.04731098397e-05	0.0025316109457799926	0.221,0.298	0.0,0.0	0.26
629	"ENSG00000134291.7"	"TMEM106C"	chr12	+	48359620	48359780	48359871	48359955	48359064	48359128	48360465	48360515	629	159,144	72,69	36,25	16,7	198	183	0.372354434889	0.8414009085153049	0.671,0.659	0.675,0.767	-0.056
630	"ENSG00000070731.5"	"ST6GALNAC2"	chr17	-	74564794	74564878	74566646	74566750	74563534	74563634	74568718	74568857	630	9,9	4,2	3,0	2,0	198	183	1	1.0	0.675,0.806	0.581,NA	0.16
631	"ENSG00000257103.4"	"LSM14A"	chr19	+	34699833	34699956	34706028	34706205	34687538	34687668	34706500	34706566	631	42,46	35,48	21,9	15,21	198	198	0.493811132758	0.9716705013960084	0.545,0.489	0.583,0.3	0.076
632	"ENSG00000134283.13"	"PPHLN1"	chr12	+	42748962	42749024	42768664	42768876	42729684	42729776	42781257	42781337	632	11,10	5,3	10,4	3,2	161	198	0.770859439423	1.0	0.73,0.804	0.804,0.711	0.009
637	"ENSG00000087470.13"	"DNM1L"	chr12	+	32860300	32860347	32861086	32861158	32854348	32854496	32863862	32863949	637	8,12	9,21	8,9	24,16	146	171	0.288016726081	0.7314046600989728	0.51,0.401	0.281,0.397	0.116
638	"ENSG00000087470.13"	"DNM1L"	chr12	+	32863862	32863949	32866142	32866305	32861086	32861158	32871576	32871697	638	13,31	18,18	29,22	20,16	186	198	0.612273425972	1.0	0.435,0.647	0.607,0.594	-0.059
639	"ENSG00000087470.13"	"DNM1L"	chr12	+	32890798	32890876	32891197	32891230	32890038	32890095	32892997	32893174	639	6,6	10,10	9,8	8,3	177	132	0.0684056907885	0.3285492024701589	0.309,0.309	0.456,0.665	-0.252
641	"ENSG00000064115.6"	"TM7SF3"	chr12	-	27129192	27129290	27133498	27133579	27128428	27128591	27135705	27135792	641	8,18	33,26	5,6	7,7	180	197	0.260549171151	0.6828199605744001	0.21,0.431	0.439,0.484	-0.141
644	"ENSG00000125885.9"	"MCM8"	chr20	+	5952652	5952683	5953221	5953372	5948475	5948671	5953701	5953842	644	31,21	3,0	0,2	0,0	130	198	1	1.0	0.94,1.0	NA,1.0	-0.03
645	"ENSG00000125885.9"	"MCM8"	chr20	+	5952652	5952683	5953701	5953842	5948475	5948671	5958521	5958663	645	12,4	15,13	0,0	0,4	130	198	1	1.0	0.549,0.319	NA,0.0	0.434
646	"ENSG00000182718.12"	"ANXA2"	chr15	-	60656627	60656722	60678226	60678285	60653139	60653253	60690141	60690185	646	8,0	218,211	1,0	69,55	158	194	0.21655007878	0.6229705551761395	0.043,0.0	0.017,0.0	0.013
652	"ENSG00000182718.12"	"ANXA2"	chr15	-	60688349	60688626	60689456	60689537	60678226	60678285	60690141	60690185	652	85,53	1,0	9,3	3,0	180	198	0.135994844866	0.48981344553502065	0.989,1.0	0.767,1.0	0.111
654	"ENSG00000141971.8"	"MVB12A"	chr19	+	17533140	17533267	17534306	17534426	17531346	17531443	17534501	17534608	654	22,26	18,8	9,11	3,6	198	198	0.649301784423	1.0	0.55,0.765	0.75,0.647	-0.041
656	"ENSG00000173391.4"	"OLR1"	chr12	-	10313384	10313524	10319310	10319556	10312945	10313061	10321672	10321774	656	34,28	26,29	2,0	4,1	198	198	0.0335050083255	0.21532347093589677	0.567,0.491	0.333,0.0	0.362
657	"ENSG00000102878.11"	"HSF4"	chr16	+	67201377	67201502	67201726	67201850	67201022	67201125	67202733	67202839	657	3,0	5,6	0,0	10,7	198	198	0.100477045654	0.4056724523379077	0.375,0.0	0.0,0.0	0.188
660	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36501795	36501947	36502305	36502366	36501468	36501585	36503922	36503991	660	8,11	3,2	0,0	9,0	160	198	1	1.0	0.767,0.872	0.0,NA	0.82
661	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36502305	36502366	36503902	36503991	36501795	36501947	36504245	36504324	661	6,16	3,2	3,0	0,1	188	160	0.108263586723	0.42367956703609777	0.63,0.872	1.0,0.0	0.251
662	"ENSG00000239382.6"	"ALKBH6"	chr19	-	36502305	36502366	36503922	36503991	36501795	36501947	36504245	36504324	662	4,13	3,2	3,0	0,1	168	160	0.090014659294	0.3780821347858635	0.559,0.861	1.0,0.0	0.21
663	"ENSG00000111684.6"	"LPCAT3"	chr12	-	7090165	7090344	7090755	7090793	7088632	7088741	7090971	7091065	663	0,0	4,1	2,2	1,4	137	198	0.000158800996374	0.004439400777367647	0.0,0.0	0.743,0.419	-0.581
666	"ENSG00000111011.13"	"RSRC2"	chr12	-	122998313	122998421	122999258	122999275	122995655	122995735	122999651	122999774	666	0,1	4,1	1,0	1,4	116	198	1	1.0	0.0,0.631	0.631,0.0	0.0
669	"ENSG00000197905.4"	"TEAD4"	chr12	+	3120169	3120234	3121335	3121398	3103903	3104158	3127710	3127754	669	6,6	4,1	0,3	0,0	164	162	1	1.0	0.597,0.856	NA,1.0	-0.274
670	"ENSG00000100034.9"	"PPM1F"	chr22	-	22293903	22294052	22300214	22300480	22288395	22288598	22307163	22307203	670	6,0	8,6	1,0	6,0	198	198	1	1.0	0.429,0.0	0.143,NA	0.072
671	"ENSG00000110080.14"	"ST3GAL4"	chr11	+	126277468	126277529	126277993	126278089	126277146	126277244	126278201	126278391	671	17,18	23,23	15,2	22,14	160	195	0.174400066562	0.5515451314974311	0.474,0.488	0.454,0.148	0.18
672	"ENSG00000110080.14"	"ST3GAL4"	chr11	+	126277468	126277529	126277993	126278089	126277146	126277244	126279162	126279306	672	17,18	0,0	15,2	4,0	160	195	0.0263616223489	0.18283481639014307	1.0,1.0	0.82,1.0	0.09
673	"ENSG00000110080.14"	"ST3GAL4"	chr11	+	126277993	126278089	126278201	126278391	126277468	126277529	126279162	126279306	673	25,16	39,24	16,7	20,17	195	198	0.824927160129	1.0	0.394,0.404	0.448,0.295	0.028
676	"ENSG00000154134.10"	"ROBO3"	chr11	+	124747056	124747080	124747180	124747205	124746737	124746828	124747414	124747554	676	0,0	1,0	1,0	2,0	123	124	1	1.0	0.0,NA	0.335,NA	-0.335
679	"ENSG00000256269.2"	"HMBS"	chr11	+	118962834	118962873	118963113	118963233	118962122	118962236	118963467	118963521	679	20,8	77,52	9,11	21,26	138	198	0.0646068818034	0.32097248725731703	0.271,0.181	0.381,0.378	-0.153
680	"ENSG00000186166.4"	"CCDC84"	chr11	+	118882858	118882964	118883941	118883972	118882648	118882713	118885703	118885793	680	11,7	6,3	8,8	0,0	198	130	3.74483576937e-06	0.000291473050715965	0.546,0.605	1.0,1.0	-0.424
681	"ENSG00000141030.8"	"COPS3"	chr17	-	17163614	17163788	17165279	17165420	17158172	17158259	17168115	17168295	681	8,10	42,24	3,8	14,6	198	198	0.320115531087	0.7813272805799426	0.16,0.294	0.176,0.571	-0.146
682	"ENSG00000149582.11"	"TMEM25"	chr11	+	118402864	118403176	118403631	118403922	118402489	118402586	118404571	118404602	682	31,25	5,3	6,5	3,1	198	198	0.474349012096	0.9529077047834572	0.861,0.893	0.667,0.833	0.127
683	"ENSG00000149582.11"	"TMEM25"	chr11	+	118403631	118403922	118404134	118404266	118402864	118403176	118404571	118404602	683	41,35	22,18	15,10	20,10	198	198	0.0166259701398	0.13779363853435764	0.651,0.66	0.429,0.5	0.191
685	"ENSG00000130158.9"	"DOCK6"	chr19	-	11339973	11340066	11342860	11342965	11339615	11339711	11343878	11344042	685	0,0	1,1	0,2	1,1	198	192	0.344820796557	0.8188032813158593	0.0,0.0	0.0,0.66	-0.33
690	"ENSG00000111554.10"	"MDM1"	chr12	-	68719220	68719355	68720436	68720801	68716852	68717020	68724886	68725001	690	4,6	2,3	2,5	0,3	198	198	0.393473252864	0.8656636134877653	0.667,0.667	1.0,0.625	-0.145
695	"ENSG00000108433.11"	"GOSR2"	chr17	+	45009432	45009565	45012394	45012535	45008464	45008573	45015964	45016070	695	24,18	10,12	15,21	7,10	198	198	0.811336624784	1.0	0.706,0.6	0.682,0.677	-0.026
698	"ENSG00000166575.12"	"TMEM135"	chr11	+	86802403	86802437	86868382	86868448	86782564	86782657	86947679	86947726	698	6,10	16,5	16,11	10,6	133	165	0.225022390231	0.6368815529568302	0.318,0.713	0.665,0.695	-0.164
699	"ENSG00000137494.9"	"ANKRD42"	chr11	+	82951800	82951976	82958984	82959129	82947445	82947551	82966886	82967141	699	2,2	5,3	6,2	0,4	198	198	0.0671278109251	0.3254189034811941	0.286,0.4	1.0,0.333	-0.324
700	"ENSG00000137497.13"	"NUMA1"	chr11	-	71723446	71723488	71723940	71727306	71721831	71721900	71728732	71728873	700	23,17	10,8	5,8	5,3	198	141	0.633654219998	1.0	0.621,0.602	0.416,0.655	0.076
701	"ENSG00000137497.13"	"NUMA1"	chr11	-	71723446	71723488	71727453	71727576	71721831	71721900	71728732	71728873	701	25,21	10,8	6,10	5,3	198	141	0.743032496302	1.0	0.64,0.651	0.461,0.704	0.063
702	"ENSG00000137497.13"	"NUMA1"	chr11	-	71723940	71727306	71727453	71727576	71721831	71721900	71728732	71728873	702	25,21	23,17	6,10	5,8	198	198	0.856211575384	1.0	0.521,0.553	0.545,0.556	-0.013
704	"ENSG00000137497.13"	"NUMA1"	chr11	-	71760464	71760585	71773634	71773732	71746947	71747021	71780887	71780957	704	1,0	6,9	0,0	4,3	197	198	1	1.0	0.143,0.0	0.0,0.0	0.071
705	"ENSG00000137497.13"	"NUMA1"	chr11	-	71760464	71760585	71779124	71779277	71746947	71747021	71780887	71780957	705	8,1	6,9	0,0	4,3	198	198	9.70282904789e-05	0.002971428350133978	0.571,0.1	0.0,0.0	0.335
706	"ENSG00000137497.13"	"NUMA1"	chr11	-	71760464	71760585	71779541	71779663	71746947	71747021	71780887	71780957	706	0,1	6,9	0,0	4,3	198	198	1	1.0	0.0,0.1	0.0,0.0	0.05
714	"ENSG00000137522.13"	"RNF121"	chr11	+	71673197	71673335	71693806	71693961	71671795	71671937	71698049	71698157	714	2,4	47,42	1,0	26,11	198	198	0.0370638845052	0.23078445418571197	0.041,0.087	0.037,0.0	0.045
715	"ENSG00000137522.13"	"RNF121"	chr11	+	71673197	71673335	71693852	71693961	71671795	71671937	71698049	71698157	715	2,4	29,31	1,0	19,8	198	198	0.0227593428811	0.16423286673559384	0.065,0.114	0.05,0.0	0.065
716	"ENSG00000158483.11"	"FAM86C1"	chr11	+	71502781	71502865	71504425	71504527	71500828	71500891	71507062	71507212	716	1,0	3,0	3,0	2,3	183	198	1	1.0	0.265,NA	0.619,0.0	-0.044
717	"ENSG00000158483.11"	"FAM86C1"	chr11	+	71502784	71502865	71504425	71504527	71500828	71500891	71507062	71507212	717	1,1	3,0	3,0	2,3	180	198	0.415881896496	0.8841434552213899	0.268,1.0	0.623,0.0	0.323
718	"ENSG00000186998.11"	"EMID1"	chr22	+	29650191	29650276	29651259	29651350	29639433	29639478	29654805	29655586	718	1,0	0,1	3,0	1,0	184	190	1	1.0	1.0,0.0	0.756,NA	-0.256
719	"ENSG00000131626.11"	"PPFIA1"	chr11	+	70196028	70196145	70197099	70197129	70194294	70194526	70200406	70200558	719	6,3	0,0	11,13	1,1	198	129	0.29004153654	0.7334804922248014	1.0,1.0	0.878,0.894	0.114
721	"ENSG00000172366.15"	"FAM195A"	chr16	+	697416	697544	697782	697884	692119	692249	698119	698474	721	7,26	36,13	2,4	6,7	198	198	0.551613582574	1.0	0.163,0.667	0.25,0.364	0.108
