ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
9366	"ENSG00000248663.7"	"LINC00992"	chr5	+	117471901	117471938	117454948	117455454	117478980	117479368	9366	60,34	11,12	11,3	1,0	136	99	0.00137627999575	0.0361599653355998	0.799,0.673	0.889,1.0	-0.209
9367	"ENSG00000248663.7"	"LINC00992"	chr5	+	117471901	117471938	117454948	117455454	117546098	117546298	9367	16,6	2,2	4,1	0,0	136	99	0.00909642990217	0.13439087390751006	0.853,0.686	1.0,1.0	-0.23
9368	"ENSG00000178234.13"	"GALNT11"	chr7	+	152027596	152027718	152025713	152025884	152094189	152094522	9368	6,3	14,11	2,0	3,6	198	99	0.0679157092487	0.522075485275456	0.176,0.12	0.25,0.0	0.023
9369	"ENSG00000178234.13"	"GALNT11"	chr7	+	152079286	152079408	152025797	152025884	152094189	152094522	9369	7,1	14,11	1,1	3,6	198	99	0.292946929004	1.0	0.2,0.043	0.143,0.077	0.012
9372	"ENSG00000178234.13"	"GALNT11"	chr7	+	152110527	152110645	152107249	152108287	152113245	152113373	9372	36,38	0,0	28,16	2,0	198	99	0.556257983249	1.0	1.0,1.0	0.875,1.0	0.062
9374	"ENSG00000215845.11"	"TSTD1"	chr1	-	161037912	161038075	161037630	161037826	161038879	161038977	9374	270,200	0,2	111,71	0,0	198	99	1	1.0	1.0,0.98	1.0,1.0	-0.01
9375	"ENSG00000215845.11"	"TSTD1"	chr1	-	161038550	161038673	161037630	161038075	161038879	161038937	9375	435,415	13,3	204,130	0,1	198	99	0.00671414672747	0.1085355735765754	0.944,0.986	1.0,0.985	-0.027
9376	"ENSG00000215845.11"	"TSTD1"	chr1	-	161038550	161038694	161037912	161038075	161038879	161038950	9376	248,217	13,3	120,74	0,1	198	99	0.00128174130028	0.034364287531621414	0.905,0.973	1.0,0.974	-0.048
9378	"ENSG00000198626.18"	"RYR2"	chr1	+	237680455	237680577	237674730	237674846	237698964	237699025	9378	0,0	2,0	1,0	0,1	198	99	1	1.0	0.0,NA	1.0,0.0	-0.5
9379	"ENSG00000198626.18"	"RYR2"	chr1	+	237687454	237687504	237680455	237680577	237698964	237699025	9379	0,1	0,0	0,0	1,0	149	99	1	1.0	NA,1.0	0.0,NA	1.0
9385	"ENSG00000107104.21"	"KANK1"	chr9	+	471445	471586	470555	470682	473193	473273	9385	2,1	1,1	1,0	0,0	198	99	1	1.0	0.5,0.333	1.0,NA	-0.584
9399	"ENSG00000107104.21"	"KANK1"	chr9	+	742204	742405	740791	740934	744490	744589	9399	11,7	0,0	5,0	0,2	198	99	0.0312463545489	0.3083736264632914	1.0,1.0	1.0,0.0	0.5
9400	"ENSG00000124343.14"	"XG"	chrX	+	2770549	2770591	2752039	2752335	2774715	2774739	9400	3,2	0,1	0,2	0,0	141	99	1	1.0	1.0,0.584	NA,1.0	-0.208
9402	"ENSG00000124343.14"	"XG"	chrX	+	2782065	2782128	2774715	2774739	2789643	2789706	9402	12,18	0,1	4,3	0,0	162	99	1	1.0	1.0,0.917	1.0,1.0	-0.041
9404	"ENSG00000124343.14"	"XG"	chrX	+	2811335	2811452	2808184	2808220	2814363	2814447	9404	6,10	0,1	5,6	0,0	198	99	1	1.0	1.0,0.833	1.0,1.0	-0.084
9410	"ENSG00000288534.1"	"ENSG00000288534"	chr11	+	57794009	57794081	57791384	57791673	57795576	57795729	9410	52,44	0,2	24,33	0,0	171	99	0.439500718207	1.0	1.0,0.927	1.0,1.0	-0.036
9413	"ENSG00000099797.15"	"TECR"	chr19	+	14545113	14545180	14529594	14529711	14562524	14562575	9413	1,1	49,68	0,0	64,34	166	99	1	1.0	0.012,0.009	0.0,0.0	0.01
9415	"ENSG00000099797.15"	"TECR"	chr19	+	14565617	14565663	14565065	14565290	14565743	14565921	9415	79,52	0,0	62,31	0,1	145	99	1	1.0	1.0,1.0	1.0,0.955	0.022
9418	"ENSG00000164221.13"	"CCDC112"	chr5	-	115269702	115269798	115268881	115269000	115271212	115271626	9418	1,3	2,0	11,8	4,2	195	99	0.722854428846	1.0	0.202,1.0	0.583,0.67	-0.026
9419	"ENSG00000164221.13"	"CCDC112"	chr5	-	115271212	115271626	115269702	115269798	115275215	115275606	9419	6,6	0,1	13,3	0,0	198	99	1	1.0	1.0,0.75	1.0,1.0	-0.125
9422	"ENSG00000114416.19"	"FXR1"	chr3	+	180914651	180914995	180912481	180912736	180933333	180933386	9422	0,0	22,41	0,1	48,38	198	99	1	1.0	0.0,0.0	0.0,0.013	-0.006
9430	"ENSG00000114416.19"	"FXR1"	chr3	+	180970157	180970358	180968050	180968254	180975312	180975404	9430	120,97	0,0	151,115	0,1	198	99	1	1.0	1.0,1.0	1.0,0.983	0.008
9431	"ENSG00000114416.19"	"FXR1"	chr3	+	180970157	180970358	180968050	180968254	180976121	180976418	9431	141,129	0,0	211,156	1,0	198	99	1	1.0	1.0,1.0	0.991,1.0	0.004
9433	"ENSG00000114416.19"	"FXR1"	chr3	+	180975312	180975404	180968050	180968254	180976121	180976282	9433	32,14	0,0	15,15	1,0	191	99	1	1.0	1.0,1.0	0.886,1.0	0.057
9434	"ENSG00000114416.19"	"FXR1"	chr3	+	180975312	180975404	180970157	180970358	180976121	180976282	9434	55,29	44,47	50,33	95,60	191	99	0.0590103864416	0.4747693554706057	0.393,0.242	0.214,0.222	0.1
9435	"ENSG00000240682.10"	"ISY1"	chr3	-	129134073	129134195	129130549	129130636	129134831	129134954	9435	28,16	0,0	5,5	1,0	198	99	1	1.0	1.0,1.0	0.714,1.0	0.143
9438	"ENSG00000240682.10"	"ISY1"	chr3	-	129144067	129144189	129140367	129140485	129145760	129145873	9438	0,1	13,9	0,0	3,3	198	99	1	1.0	0.0,0.053	0.0,0.0	0.026
9443	"ENSG00000118600.13"	"RXYLT1"	chr12	+	63782540	63782704	63781018	63781174	63784969	63785072	9443	2,4	21,6	8,6	14,17	198	99	0.172199220728	0.9627064557277407	0.045,0.25	0.222,0.15	-0.039
9447	"ENSG00000146909.8"	"NOM1"	chr7	+	156958605	156958856	156954111	156954298	156959850	156960118	9447	2,1	0,0	2,0	2,3	198	99	2.49051357315e-09	1.0654525349134532e-06	1.0,1.0	0.333,0.0	0.834
9449	"ENSG00000172795.17"	"DCP2"	chr5	+	112981041	112981171	112976812	112976986	112985834	112985986	9449	26,17	50,38	3,5	21,13	198	99	0.0420050660643	0.3769346534789602	0.206,0.183	0.067,0.161	0.081
9450	"ENSG00000172795.17"	"DCP2"	chr5	+	112993105	112993173	112992671	112992770	113001083	113001236	9450	1,0	48,55	0,0	18,10	167	99	1	1.0	0.012,0.0	0.0,0.0	0.006
9451	"ENSG00000172795.17"	"DCP2"	chr5	+	113003941	113004077	113001566	113001674	113007937	113008005	9451	107,115	2,4	46,34	0,0	198	99	0.0318021721065	0.3113606690964246	0.964,0.935	1.0,1.0	-0.05
9452	"ENSG00000172795.17"	"DCP2"	chr5	+	113007937	113008042	113003941	113004077	113010755	113010807	9452	86,85	0,2	29,18	0,0	198	99	0.564042011216	1.0	1.0,0.955	1.0,1.0	-0.022
9462	"ENSG00000129625.13"	"REEP5"	chr5	-	112887014	112887183	112876384	112878835	112902379	112902518	9462	592,536	1,0	82,62	0,0	198	99	1	1.0	0.997,1.0	1.0,1.0	-0.002
9463	"ENSG00000129625.13"	"REEP5"	chr5	-	112892449	112892817	112887014	112887183	112902379	112902518	9463	6,4	283,244	2,0	38,32	198	99	1	1.0	0.01,0.008	0.026,0.0	-0.004
9487	"ENSG00000203485.14"	"INF2"	chr14	+	104713820	104713933	104713444	104713606	104714202	104714856	9487	0,0	1,3	3,0	6,0	198	99	1	1.0	0.0,0.0	0.2,NA	-0.2
9492	"ENSG00000070159.14"	"PTPN3"	chr9	-	109422717	109422852	109420423	109420600	109426949	109427122	9492	19,19	11,7	17,14	8,9	198	99	0.719434144722	1.0	0.463,0.576	0.515,0.438	0.043
9493	"ENSG00000070159.14"	"PTPN3"	chr9	-	109454495	109454574	109448810	109448855	109457172	109457215	9493	25,13	0,4	18,15	0,0	178	99	0.0204882805988	0.23598589875940948	1.0,0.644	1.0,1.0	-0.178
9494	"ENSG00000070159.14"	"PTPN3"	chr9	-	109457172	109457215	109454495	109454574	109457291	109457399	9494	18,16	0,0	24,4	1,0	142	99	1	1.0	1.0,1.0	0.944,1.0	0.028
9495	"ENSG00000134982.18"	"APC"	chr5	+	112738352	112738460	112737894	112737925	112754872	112755025	9495	0,1	2,2	1,3	1,0	198	99	8.68106127198e-05	0.005069276105973128	0.0,0.2	0.333,1.0	-0.567
9496	"ENSG00000134982.18"	"APC"	chr5	+	112754872	112755025	112707520	112707882	112766325	112766410	9496	16,18	0,1	19,7	0,0	198	99	1	1.0	1.0,0.9	1.0,1.0	-0.05
9497	"ENSG00000134982.18"	"APC"	chr5	+	112792445	112792529	112780789	112780903	112801278	112801383	9497	16,23	0,1	32,30	0,0	183	99	1	1.0	1.0,0.926	1.0,1.0	-0.037
9499	"ENSG00000134982.18"	"APC"	chr5	+	112823306	112823360	112821895	112821991	112827107	112827247	9499	1,0	2,9	7,3	9,1	153	99	0.000314792677037	0.012932787247204851	0.244,0.0	0.335,0.66	-0.376
9503	"ENSG00000112679.15"	"DUSP22"	chr6	+	335113	335163	311879	311962	345853	345912	9503	7,11	0,1	3,6	0,0	149	99	1	1.0	1.0,0.88	1.0,1.0	-0.06
9505	"ENSG00000095564.15"	"BTAF1"	chr10	+	91939951	91940066	91935656	91935780	91951402	91951566	9505	14,7	0,1	36,10	0,0	198	99	1	1.0	1.0,0.778	1.0,1.0	-0.111
9506	"ENSG00000095564.15"	"BTAF1"	chr10	+	91942421	91942568	91939951	91940066	91951402	91951566	9506	45,25	0,0	36,28	1,0	198	99	1	1.0	1.0,1.0	0.947,1.0	0.026
9507	"ENSG00000095564.15"	"BTAF1"	chr10	+	91956527	91956657	91953736	91953873	91957224	91957293	9507	43,22	1,0	44,48	0,0	198	99	1	1.0	0.956,1.0	1.0,1.0	-0.022
9508	"ENSG00000156521.14"	"TYSND1"	chr10	-	70142667	70142853	70137980	70140141	70143841	70143972	9508	18,12	0,1	4,2	0,0	198	99	1	1.0	1.0,0.857	1.0,1.0	-0.072
9509	"ENSG00000156521.14"	"TYSND1"	chr10	-	70143841	70143972	70137980	70140141	70145420	70146700	9509	10,15	2,1	9,2	0,0	198	99	0.0981015111201	0.6745421514089616	0.714,0.882	1.0,1.0	-0.202
9511	"ENSG00000157483.9"	"MYO1E"	chr15	-	59227458	59227590	59224688	59224823	59231701	59231791	9511	18,6	0,2	11,10	0,0	198	99	0.612668785688	1.0	1.0,0.6	1.0,1.0	-0.2
9513	"ENSG00000175318.12"	"GRAMD2A"	chr15	-	72166993	72167092	72166631	72166703	72167735	72167839	9513	3,3	0,1	3,0	0,0	198	99	1	1.0	1.0,0.6	1.0,NA	-0.2
9516	"ENSG00000085365.18"	"SCAMP1"	chr5	+	78388836	78388914	78360610	78360728	78415519	78415618	9516	66,55	1,2	29,9	0,0	177	99	0.483288156895	1.0	0.974,0.939	1.0,1.0	-0.044
9517	"ENSG00000085365.18"	"SCAMP1"	chr5	+	78421800	78421960	78418774	78418903	78449932	78450034	9517	34,40	0,0	22,19	2,0	198	99	0.72058271873	1.0	1.0,1.0	0.846,1.0	0.077
9518	"ENSG00000085365.18"	"SCAMP1"	chr5	+	78421800	78421960	78418774	78418903	78459244	78459362	9518	28,21	0,0	14,11	1,0	198	99	1	1.0	1.0,1.0	0.875,1.0	0.062
9519	"ENSG00000085365.18"	"SCAMP1"	chr5	+	78449932	78450034	78418774	78418903	78459244	78459362	9519	20,27	0,0	7,14	1,0	198	99	1	1.0	1.0,1.0	0.778,1.0	0.111
9520	"ENSG00000085365.18"	"SCAMP1"	chr5	+	78449932	78450034	78421800	78421960	78459244	78459362	9520	35,48	9,2	15,22	2,0	198	99	0.031227277999	0.3083736264632914	0.66,0.923	0.789,1.0	-0.103
9524	"ENSG00000143036.17"	"SLC44A3"	chr1	+	94825832	94825942	94824493	94824635	94827506	94827643	9524	2,0	3,1	0,0	0,4	198	99	1	1.0	0.25,0.0	NA,0.0	0.125
9525	"ENSG00000143036.17"	"SLC44A3"	chr1	+	94892280	94892517	94891129	94891267	94894817	94895029	9525	5,0	0,1	3,1	0,0	198	99	1	1.0	1.0,0.0	1.0,1.0	-0.5
9528	"ENSG00000151422.14"	"FER"	chr5	+	108768092	108768238	108748961	108748993	108798123	108798389	9528	5,12	2,1	10,5	6,2	198	99	0.0899357282155	0.6339908946317139	0.556,0.857	0.455,0.556	0.201
9529	"ENSG00000151422.14"	"FER"	chr5	+	108782662	108782755	108768092	108768238	108798123	108798389	9529	0,1	3,7	1,0	3,3	192	99	1	1.0	0.0,0.069	0.147,0.0	-0.039
9530	"ENSG00000151422.14"	"FER"	chr5	+	108832769	108832943	108798123	108798389	108835707	108835807	9530	17,6	0,0	15,14	1,1	198	99	0.273169488788	1.0	1.0,1.0	0.882,0.875	0.121
9534	"ENSG00000151422.14"	"FER"	chr5	+	108954728	108954932	108946129	108946222	108959224	108959347	9534	17,7	0,1	12,11	2,0	198	99	0.771213464403	1.0	1.0,0.778	0.75,1.0	0.014
9550	"ENSG00000164587.13"	"RPS14"	chr5	-	150447584	150447735	150446801	150446963	150449702	150449739	9550	1889,1482	0,1	769,495	0,0	198	99	1	1.0	1.0,0.999	1.0,1.0	-0.0
9558	"ENSG00000145723.17"	"GIN1"	chr5	-	103096540	103096826	103085999	103088172	103097589	103097781	9558	2,7	2,0	7,0	0,0	198	99	1	1.0	0.333,1.0	1.0,NA	-0.334
9559	"ENSG00000145723.17"	"GIN1"	chr5	-	103097313	103097490	103096540	103096826	103097589	103097781	9559	10,12	0,1	5,4	0,0	198	99	1	1.0	1.0,0.857	1.0,1.0	-0.072
9560	"ENSG00000145723.17"	"GIN1"	chr5	-	103106715	103106909	103104540	103104846	103108568	103108714	9560	10,4	2,1	7,5	0,0	198	99	0.00759537392062	0.11778515633087548	0.714,0.667	1.0,1.0	-0.309
9562	"ENSG00000145730.21"	"PAM"	chr5	+	102901355	102901413	102867272	102867393	102913933	102914021	9562	42,49	0,1	40,30	0,0	157	99	1	1.0	1.0,0.969	1.0,1.0	-0.016
9563	"ENSG00000145730.21"	"PAM"	chr5	+	102974115	102974436	102961157	102961229	102990271	102990401	9563	8,9	13,5	15,18	8,8	198	99	0.125943384184	0.7858084519203983	0.235,0.474	0.484,0.529	-0.152
9565	"ENSG00000145730.21"	"PAM"	chr5	+	103025130	103025334	103019789	103019843	103028181	103028238	9565	14,22	9,3	25,26	5,2	198	99	0.152478526429	0.8911327007809169	0.438,0.786	0.714,0.867	-0.178
9566	"ENSG00000145730.21"	"PAM"	chr5	+	103025130	103025334	103019789	103019843	103028184	103028238	9566	20,23	2,5	30,28	0,5	198	99	0.281391054767	1.0	0.833,0.697	1.0,0.737	-0.104
9568	"ENSG00000145730.21"	"PAM"	chr5	+	103025133	103025334	103019789	103019843	103028181	103028238	9568	5,7	9,3	7,11	5,2	198	99	0.197406083171	1.0	0.217,0.538	0.412,0.733	-0.195
9569	"ENSG00000145730.21"	"PAM"	chr5	+	103025133	103025334	103019789	103019843	103028184	103028238	9569	11,8	2,5	12,13	0,5	198	99	0.26481210537	1.0	0.733,0.444	1.0,0.565	-0.194
9571	"ENSG00000145730.21"	"PAM"	chr5	+	103028181	103028238	103025130	103025334	103028886	103029192	9571	23,26	5,4	21,18	3,1	156	99	0.203678038118	1.0	0.745,0.805	0.816,0.92	-0.093
9573	"ENSG00000145730.21"	"PAM"	chr5	+	103028184	103028238	103025130	103025334	103028886	103029267	9573	29,26	5,4	26,20	3,1	153	99	0.182043287181	0.9965034348914878	0.79,0.808	0.849,0.928	-0.09
9579	"ENSG00000155229.21"	"MMS19"	chr10	-	97461495	97461622	97460906	97461007	97461827	97461896	9579	61,42	0,0	43,35	1,1	198	99	0.254479882432	1.0	1.0,1.0	0.956,0.946	0.049
9581	"ENSG00000155229.21"	"MMS19"	chr10	-	97468965	97469104	97468251	97468406	97469645	97469723	9581	80,51	0,1	65,35	0,0	198	99	1	1.0	1.0,0.962	1.0,1.0	-0.019
9582	"ENSG00000155229.21"	"MMS19"	chr10	-	97476834	97476919	97476728	97476744	97477346	97477416	9582	11,15	1,2	15,14	0,0	184	99	0.0678093746625	0.5216656309551749	0.855,0.801	1.0,1.0	-0.172
9583	"ENSG00000155229.21"	"MMS19"	chr10	-	97476834	97476963	97476682	97476744	97477346	97477404	9583	31,34	1,2	32,23	0,0	198	99	0.566310891818	1.0	0.939,0.895	1.0,1.0	-0.083
9584	"ENSG00000155229.21"	"MMS19"	chr10	-	97480240	97480357	97478303	97478389	97480941	97481042	9584	1,3	24,41	0,0	17,16	198	99	0.740315648917	1.0	0.02,0.035	0.0,0.0	0.028
9585	"ENSG00000155229.21"	"MMS19"	chr10	-	97484102	97484151	97480894	97481042	97498272	97498384	9585	38,28	0,2	17,27	0,0	148	99	0.613408361206	1.0	1.0,0.904	1.0,1.0	-0.048
9596	"ENSG00000148344.11"	"PTGES"	chr9	-	129749520	129749642	129748654	129748737	129752886	129753019	9596	11,4	45,29	2,1	15,9	198	99	0.178920203035	0.9868191355173109	0.109,0.065	0.062,0.053	0.029
9600	"ENSG00000124260.12"	"MAGEA10"	chrX	-	152136061	152136080	152135760	152135834	152136870	152136904	9600	0,0	0,1	3,1	12,10	118	99	1	1.0	NA,0.0	0.173,0.077	-0.125
9608	"ENSG00000131467.12"	"PSME3"	chr17	+	42834093	42834256	42833548	42833673	42834343	42834376	9608	0,0	28,32	2,0	15,25	198	99	0.514442108182	1.0	0.0,0.0	0.062,0.0	-0.031
9610	"ENSG00000131467.12"	"PSME3"	chr17	+	42834514	42834577	42833410	42834376	42837648	42837697	9610	12,24	0,0	9,18	1,0	162	99	1	1.0	1.0,1.0	0.846,1.0	0.077
9611	"ENSG00000131467.12"	"PSME3"	chr17	+	42834771	42834876	42834514	42834577	42837648	42837697	9611	66,90	0,2	30,34	0,0	198	99	0.488058665594	1.0	1.0,0.957	1.0,1.0	-0.022
9613	"ENSG00000131467.12"	"PSME3"	chr17	+	42838691	42838799	42838092	42838205	42838944	42839012	9613	7,23	1,0	5,10	0,0	198	99	1	1.0	0.778,1.0	1.0,1.0	-0.111
9614	"ENSG00000131467.12"	"PSME3"	chr17	+	42838730	42838799	42838092	42838205	42838944	42838976	9614	25,33	1,0	13,22	0,0	168	99	1	1.0	0.936,1.0	1.0,1.0	-0.032
9615	"ENSG00000131467.12"	"PSME3"	chr17	+	42839111	42839166	42838944	42839012	42839293	42839303	9615	11,12	1,0	10,9	0,0	154	99	1	1.0	0.876,1.0	1.0,1.0	-0.062
9619	"ENSG00000161996.19"	"WDR90"	chr16	+	651823	652039	651643	651747	652466	652535	9619	10,7	0,1	3,1	0,0	198	99	1	1.0	1.0,0.778	1.0,1.0	-0.111
9620	"ENSG00000161996.19"	"WDR90"	chr16	+	651826	652039	651643	651747	652466	652535	9620	10,8	0,1	3,1	0,0	198	99	1	1.0	1.0,0.8	1.0,1.0	-0.1
9621	"ENSG00000161996.19"	"WDR90"	chr16	+	655028	655147	653745	653803	655306	655468	9621	7,7	1,0	2,2	0,0	198	99	1	1.0	0.778,1.0	1.0,1.0	-0.111
9623	"ENSG00000161996.19"	"WDR90"	chr16	+	660057	660161	659244	659376	660611	660714	9623	8,2	1,0	4,0	0,0	198	99	1	1.0	0.8,1.0	1.0,NA	-0.1
9632	"ENSG00000113441.16"	"LNPEP"	chr5	+	97024520	97024682	97022299	97022484	97027732	97027814	9632	41,41	1,0	34,29	0,0	198	99	1	1.0	0.953,1.0	1.0,1.0	-0.024
9633	"ENSG00000113441.16"	"LNPEP"	chr5	+	97026616	97026757	97024520	97024682	97027732	97027814	9633	49,44	0,0	49,29	0,2	198	99	0.848118343284	1.0	1.0,1.0	1.0,0.879	0.06
9636	"ENSG00000153113.24"	"CAST"	chr5	+	96695835	96695907	96675538	96675601	96722638	96722698	9636	22,10	0,0	21,26	1,0	171	99	1	1.0	1.0,1.0	0.924,1.0	0.038
9637	"ENSG00000153113.24"	"CAST"	chr5	+	96712348	96712473	96695835	96695907	96722638	96722698	9637	0,2	16,7	0,0	11,14	198	99	0.877948408222	1.0	0.0,0.125	0.0,0.0	0.062
9638	"ENSG00000153113.24"	"CAST"	chr5	+	96712348	96712473	96702825	96702915	96722638	96722698	9638	0,2	10,15	0,0	5,10	198	99	0.307585587458	1.0	0.0,0.062	0.0,0.0	0.031
9639	"ENSG00000153113.24"	"CAST"	chr5	+	96726753	96726859	96722638	96722698	96727488	96727530	9639	1,0	24,21	0,0	27,36	198	99	1	1.0	0.02,0.0	0.0,0.0	0.01
9640	"ENSG00000153113.24"	"CAST"	chr5	+	96726793	96726859	96722638	96722698	96727488	96727530	9640	0,1	24,21	0,1	27,36	165	99	1	1.0	0.0,0.028	0.0,0.016	0.006
9642	"ENSG00000153113.24"	"CAST"	chr5	+	96727488	96727530	96722638	96722698	96729152	96729209	9642	31,24	0,0	38,37	1,0	141	99	1	1.0	1.0,1.0	0.964,1.0	0.018
9643	"ENSG00000153113.24"	"CAST"	chr5	+	96729152	96729209	96727488	96727530	96729611	96729691	9643	30,32	16,7	45,32	6,14	156	99	0.470832423466	1.0	0.543,0.744	0.826,0.592	-0.066
9644	"ENSG00000153113.24"	"CAST"	chr5	+	96730779	96730860	96729589	96729725	96736171	96736187	9644	56,47	2,1	62,51	2,0	180	99	0.41942826858	1.0	0.939,0.963	0.945,1.0	-0.021
9645	"ENSG00000153113.24"	"CAST"	chr5	+	96736171	96736240	96729611	96729725	96737848	96737947	9645	16,11	1,0	23,15	0,0	168	99	1	1.0	0.904,1.0	1.0,1.0	-0.048
9651	"ENSG00000107672.15"	"NSMCE4A"	chr10	-	121959500	121959595	121959323	121959410	121960357	121960406	9651	32,32	1,1	7,8	0,3	194	99	0.388312594699	1.0	0.942,0.942	1.0,0.576	0.154
9652	"ENSG00000107672.15"	"NSMCE4A"	chr10	-	121961840	121962107	121961422	121961517	121963237	121963328	9652	0,1	6,7	2,1	1,1	198	99	0.0241591325462	0.2603992720816723	0.0,0.067	0.5,0.333	-0.383
9668	"ENSG00000164292.13"	"RHOBTB3"	chr5	+	95736888	95737075	95731858	95732084	95748332	95748441	9668	12,6	0,2	11,26	0,0	198	99	0.613644458658	1.0	1.0,0.6	1.0,1.0	-0.2
9673	"ENSG00000050820.17"	"BCAR1"	chr16	-	75264350	75264601	75242469	75243090	75265824	75266007	9673	2,0	2,5	0,0	2,1	198	99	0.639944338875	1.0	0.333,0.0	0.0,0.0	0.167
9678	"ENSG00000185261.16"	"KIAA0825"	chr5	-	94536995	94537127	94523929	94524098	94582432	94582583	9678	6,1	0,0	0,2	0,2	198	99	1	1.0	1.0,1.0	NA,0.333	0.667
9680	"ENSG00000171466.10"	"ZNF562"	chr19	-	9656546	9656653	9641806	9653881	9658008	9658135	9680	25,20	3,1	12,8	0,0	198	99	0.0150647864321	0.19300776835761455	0.806,0.909	1.0,1.0	-0.142
9681	"ENSG00000171466.10"	"ZNF562"	chr19	-	9656546	9656653	9652712	9653878	9660719	9660874	9681	2,3	0,2	1,0	0,0	198	99	1	1.0	1.0,0.429	1.0,NA	-0.285
9682	"ENSG00000171466.10"	"ZNF562"	chr19	-	9658008	9658135	9656546	9656653	9659378	9659467	9682	20,19	1,0	11,14	0,1	198	99	1	1.0	0.909,1.0	1.0,0.875	0.017
9686	"ENSG00000171466.10"	"ZNF562"	chr19	-	9660719	9660821	9659378	9659467	9675014	9675080	9686	14,9	0,1	1,6	0,0	198	99	1	1.0	1.0,0.818	1.0,1.0	-0.091
9687	"ENSG00000171466.10"	"ZNF562"	chr19	-	9660719	9660874	9659378	9659467	9675014	9675052	9687	18,18	0,1	9,9	0,0	198	99	1	1.0	1.0,0.9	1.0,1.0	-0.05
9688	"ENSG00000162959.14"	"MEMO1"	chr2	-	31883385	31883462	31869847	31869952	31891991	31892134	9688	32,26	0,0	3,3	0,1	176	99	1	1.0	1.0,1.0	1.0,0.628	0.186
9691	"ENSG00000162959.14"	"MEMO1"	chr2	-	31891991	31892134	31883385	31883462	31917925	31918037	9691	37,42	2,0	7,5	0,0	198	99	0.555615864751	1.0	0.902,1.0	1.0,1.0	-0.049
9692	"ENSG00000162959.14"	"MEMO1"	chr2	-	31893241	31893321	31892052	31892134	31917925	31918037	9692	0,1	9,20	0,0	4,2	179	99	1	1.0	0.0,0.027	0.0,0.0	0.013
9693	"ENSG00000162959.14"	"MEMO1"	chr2	-	31932066	31932135	31920797	31920910	31943301	31943383	9693	14,11	1,2	2,6	0,0	168	99	0.131516081991	0.8085301398003403	0.892,0.764	1.0,1.0	-0.172
9696	"ENSG00000113391.19"	"FAM172A"	chr5	-	93881469	93881688	93824147	93824267	93958776	93958968	9696	13,12	0,0	2,6	2,0	198	99	0.301645903788	1.0	1.0,1.0	0.333,1.0	0.334
9697	"ENSG00000113391.19"	"FAM172A"	chr5	-	93881469	93881688	93824147	93824267	93964457	93964523	9697	5,5	0,1	1,1	0,0	198	99	1	1.0	1.0,0.714	1.0,1.0	-0.143
9698	"ENSG00000113391.19"	"FAM172A"	chr5	-	93958776	93958968	93824147	93824267	93964457	93964523	9698	9,5	0,1	10,1	0,0	198	99	1	1.0	1.0,0.714	1.0,1.0	-0.143
9700	"ENSG00000113391.19"	"FAM172A"	chr5	-	93964457	93964523	93881469	93881688	94050730	94050831	9700	3,3	1,0	3,0	0,1	165	99	1	1.0	0.643,1.0	1.0,0.0	0.322
9701	"ENSG00000113391.19"	"FAM172A"	chr5	-	94050730	94050831	93964457	93964523	94053125	94053227	9701	18,22	0,0	11,5	1,0	198	99	1	1.0	1.0,1.0	0.846,1.0	0.077
9702	"ENSG00000113391.19"	"FAM172A"	chr5	-	94074645	94074769	94053125	94053227	94111510	94111663	9702	11,12	2,2	12,0	1,2	198	99	0.244433736989	1.0	0.733,0.75	0.857,0.0	0.313
9704	"ENSG00000107021.16"	"TBC1D13"	chr9	+	128790734	128790775	128788333	128788407	128791379	128791441	9704	6,2	1,5	8,3	4,4	140	99	0.957148746458	1.0	0.809,0.22	0.586,0.347	0.048
9718	"ENSG00000164199.18"	"ADGRV1"	chr5	+	90619085	90619181	90617189	90617953	90622596	90622701	9718	5,1	0,0	5,4	0,2	195	99	0.457451473817	1.0	1.0,1.0	1.0,0.504	0.248
9719	"ENSG00000164199.18"	"ADGRV1"	chr5	+	90643802	90643983	90642855	90643041	90644705	90644869	9719	5,3	0,0	13,11	0,1	198	99	1	1.0	1.0,1.0	1.0,0.846	0.077
9721	"ENSG00000164199.18"	"ADGRV1"	chr5	+	90679548	90679629	90676079	90676209	90681314	90681454	9721	1,4	4,2	5,1	2,2	180	99	0.55099444939	1.0	0.121,0.524	0.579,0.216	-0.075
9722	"ENSG00000164199.18"	"ADGRV1"	chr5	+	90679551	90679629	90676079	90676209	90681314	90681454	9722	1,3	4,2	5,1	2,2	177	99	0.3819048442	1.0	0.123,0.456	0.583,0.219	-0.111
9723	"ENSG00000164199.18"	"ADGRV1"	chr5	+	90683585	90684195	90681314	90681454	90685779	90685995	9723	7,8	3,0	32,20	0,0	198	99	0.0572716858185	0.46572293604225684	0.538,1.0	1.0,1.0	-0.231
9724	"ENSG00000164199.18"	"ADGRV1"	chr5	+	90756453	90756630	90754982	90755185	90756978	90757161	9724	0,4	0,0	6,5	2,0	198	99	1	1.0	NA,1.0	0.6,1.0	0.2
